OperationID Site_ID Site_time_routing
0 0 651.0
255 497 651.0104041293924
433 820 651.0477800329215
368 699 651.08979437099
409 772 651.1227085008452
289 553 651.1702986677132
201 407 651.2551850885183
161 344 651.2772444213717
123 264 651.3464773161093
176 366 651.6114895449105
302 573 651.6926978981643
275 534 651.7598407117772
336 642 651.7837316042084
449 854 651.8105345116724
381 720 651.8347502498324
211 422 651.9063100727327
170 360 652.1658462309776
169 358 652.3244576418123
173 363 652.5695543930065
213 425 652.5913063480835
175 365 652.6147387657705
451 856 652.6508421889838
445 844 652.68370823207
386 730 652.708889567136
469 910 652.7357193677211
448 852 652.7592994542676
455 864 652.7884698025414
426 802 652.8143797509455
429 808 652.8422742165525
417 783 652.8656137025831
339 649 652.8932262275539
342 653 652.916243340616
283 545 652.9437236224638
189 384 652.9723966655616
325 625 653.0008260610881
399 753 653.0313658495602
396 749 653.0550609002579
322 620 653.0852299522721
258 509 653.1133763633068
223 442 653.1472866545498
296 566 653.1747303816375
365 695 653.1990871866135
367 698 653.220975395443
228 450 653.2555193796795
248 482 653.2922592707289
353 677 653.3196151650277
316 605 653.3434565707587
157 331 653.3726081387039
412 778 653.4077191374555
338 648 653.433628075818
465 901 653.4682072601156
282 544 653.4995763115386
208 419 653.5255949357293
187 381 653.5480565316475
206 417 653.572184088716
294 560 653.6087052449082
254 496 653.6454771467163
340 650 653.6765769350051
324 624 653.7081488432248
370 702 653.7317788924606
326 627 653.75440709644
428 804 653.7862170851909
331 634 653.8114964167772
303 577 653.842644367728
438 829 653.8778174912926
441 838 653.9068929857808
403 762 653.9301612040696
450 855 653.9536435910204
288 552 653.9835793161114
190 385 654.0100006143822
361 688 654.0463806111709
388 734 654.0692896588312
300 571 654.0977000022439
307 584 654.1225553953813
436 826 654.1519058053093
461 885 654.1804744716878
411 777 654.2096344345463
363 692 654.2343692245125
458 872 654.2598927445237
427 803 654.2831316340936
230 454 654.3140691975741
408 769 654.3463848554435
287 551 654.3841854758002
160 336 654.4112849246377
120 259 654.436197601939
260 512 654.464376292516
185 376 654.4889654457094
272 530 654.5154473233737
375 708 654.5452000189075
376 709 654.5658889897296
243 475 654.5982110716769
249 484 654.6250880184925
393 742 654.6542456347476
257 508 654.6942172252642
286 550 654.7312398208059
337 646 654.7547632212473
311 595 654.7857754702708
446 849 654.8137577014684
218 433 654.8471118440218
358 682 654.8780730876582
379 716 654.9063917534935
332 635 654.931673576005
229 452 654.95828544482
454 863 654.9916625544491
442 841 655.0123158676837
168 357 655.2866577583213
132 276 655.6457179201451
0 0 651.0
197 396 651.1548878264188
156 330 651.177692435574
443 842 651.2176455760518
349 670 651.2490528759198
334 637 651.2713069717271
315 603 651.2967957641565
395 746 651.3250035995417
328 629 651.3487234346188
285 549 651.374000038107
355 679 651.4081779178138
432 816 651.4330247472479
244 476 651.4726731685214
276 536 651.4952717742386
452 858 651.5259830758295
407 768 651.5621496748988
217 431 651.5938678917705
240 468 651.6161921814877
347 667 651.6443327453362
434 822 651.7291047648308
119 258 651.7693528779644
