id1	id3 	 s 	 delta* 	 gap real_cost gap_cycletime
0 0 693.0 0 0 0
80 39 694.0802820896573 694.2460920969852 2.3883462826134857E-4 0.11336064207622691 0.010747247104859626
191 83 694.1075315812234 694.2813781314883 2.503978296706864E-4 0.07371312411101455 0.009514847404757944
846 431 694.1609841226878 694.2923160508517 1.8915941474185354E-4 0.14272480440056493 0.011160078059776188
885 457 694.188013559686 694.3020196203695 1.642024039419805E-4 0.19387912015380288 0.011329625441114597
841 427 694.2105608459399 694.313718659468 1.4857522004217021E-4 0.12355352602068922 0.007874257707822449
478 223 694.2504173335622 694.3294994588347 1.138971127312869E-4 0.09759359870205646 0.004897435169030898
791 401 694.2799123083403 694.3741078661151 1.3565534300275577E-4 0.06145836290447915 0.004883454587124128
416 190 694.3115632097027 694.4018283245729 1.299897425211618E-4 0.14703286249264433 0.0074091974725817985
684 343 694.3438056411206 694.446225071676 1.4748360183661975E-4 0.08289752394187791 0.005309258233077036
632 308 694.365400163534 694.4659893228774 1.4484389572691492E-4 0.23148694156824257 0.013180392597098318
699 351 694.3974479550092 694.502817045258 1.5171873700542206E-4 0.12161667444207994 0.007282287790317986
874 448 694.4257295682922 694.5290036914918 1.4869663131505468E-4 0.09358097817746991 0.005799002376989422
764 384 694.4533847491363 694.5359673238701 1.1890323700874172E-4 0.15883432357306104 0.007371782841069994
618 303 694.4811818336349 694.6203855304828 2.004025504400672E-4 0.23045511760953052 0.018236076412215457
502 238 694.5127519825285 694.6464262090122 1.9243491572150612E-4 0.17066118797123062 0.01173818096418354
818 413 694.5555136785764 694.6485089125247 1.3387379769065787E-4 0.1041727088225976 0.006158017343974772
514 244 694.5927031629944 694.7085351017308 1.667345841942617E-4 0.2242917107753239 0.015505845468122541
696 349 694.6198745616075 694.709269351217 1.2867942541345276E-4 0.17144136962944564 0.007849211578429735
646 319 694.6445259087473 694.7138696190335 9.98162168898231E-5 0.12676993203810938 0.0051902921900512005
603 298 694.6679570219081 694.7274643696902 8.565567194909006E-5 0.1999808972676117 0.005481797808354421
781 393 694.696066583617 694.7616288605489 9.436657726670998E-5 0.16977314589577672 0.0052843712703005054
645 318 694.7249918392667 694.7687077333746 6.292150700124368E-5 0.16139963357634274 0.003963937701791941
399 183 694.7534887912586 694.7783661466602 3.5806174477730355E-5 0.08624992026578478 0.001468011248283846
843 429 694.7922826459443 694.7836170662157 1.247234320978507E-5 0.187886812658051 8.855098624013551E-4
870 445 694.8184738760906 694.7918213242193 3.83604859085445E-5 0.13137942167574213 0.001879608958495576
384 178 694.8578223375386 694.842763259545 2.1672641336743002E-5 0.11736220902273756 0.0010836006716187523
753 379 694.8948040883529 694.8631847984283 4.5504339007078855E-5 0.11626887206500458 0.002275151070555591
599 295 694.9208820939147 694.8728900834983 6.906588399294764E-5 0.08234975754607646 0.00269349273872532
473 221 694.9452158764655 694.905974656747 5.646982634994498E-5 0.1744707066054358 0.0034445568716027167
748 377 694.9807949372376 694.9117656424372 9.933533753974238E-5 0.10162530092356042 0.004469961657654167
903 465 695.0075692629689 694.9420569909724 9.427012128193135E-5 0.1354354555758256 0.005278972570811176
768 386 695.0348188889724 694.9469680589233 1.2641371800566428E-4 0.16559438771319346 0.008090238266303128
713 360 695.0651057118633 694.9940906023229 1.0218088254375515E-4 0.08957707956124068 0.004087118459124232
405 187 695.0992967472388 695.0244987203816 1.0761926665153501E-4 0.09563800881059659 0.004842728196048663
453 211 695.1336266794397 695.0261842046995 1.5458766472681884E-4 0.15517105115936372 0.009120403274708267
880 454 695.1702177165567 695.0334630745674 1.9675979539803774E-4 0.20590418757402712 0.014166277729793864
431 200 695.2093125417534 695.0402970835129 2.43173610148597E-4 0.1213769918728624 0.011671994460831552
551 266 695.2430737978588 695.0696235588995 2.495436904164727E-4 0.16243476372355442 0.01696846935878179
719 362 695.2692717945189 695.0833702459954 2.674521596706924E-4 0.1525317460991032 0.01604665710199303
419 191 695.2993438480839 695.2694261656319 4.303034381510413E-5 0.13533525956032144 0.0021514543318915907
362 170 695.3231312013098 695.2832315915333 5.738612404786486E-5 0.15983774596341924 0.0031561435340865347
766 385 695.3673098504096 695.30939347918 8.329582740104451E-5 0.12238941221706888 0.004081377060859492
422 192 695.4091552359209 695.3315877782259 1.1155462955870734E-4 0.2265922451158377 0.008924098751070681
493 231 695.4361856750409 695.4153894476799 2.9904755742431845E-5 0.10010437290992498 0.0012858675709048874
742 374 695.4655752454995 695.4473260424334 2.6240956550941377E-5 0.179789245815945 0.0017843318765993538
862 439 695.503940246028 695.4822704917311 3.1157881683435794E-5 0.05115912121411104 8.723962310805681E-4
680 340 695.5290570255137 695.4843790362404 6.424010462347703E-5 0.19979490838530775 0.0051390539999401665
917 471 695.5617734717573 695.4861649859873 1.0871314136277535E-4 0.12667625256883366 0.004783239040790136
774 390 695.590866509428 695.5183965246689 1.041956404333945E-4 0.15399308488576166 0.0063557469287535045
522 250 695.6385108808713 695.6322865889293 8.947675462990781E-6 0.13320528173982807 4.831603864173899E-4
729 366 695.6753153221964 695.6816650341352 9.127323972953527E-6 0.12313864625110292 4.8373413577321693E-4
787 398 695.7051054414724 695.7127787200051 1.1029377017947354E-5 0.11110379269769909 5.845401262906558E-4
629 306 695.731499639703 695.7411676097208 1.389592921613867E-5 0.15070158918704935 6.530894546678472E-4
345 158 695.7615976976152 695.7742984667115 1.825415098576677E-5 0.13627654193658012 9.491881312513284E-4
639 313 695.7967148731025 695.7805913705018 2.3173257202929775E-5 0.14431141871249017 0.0012976643707790845
644 317 695.8501095953934 695.8238143347552 3.7790113095455183E-5 0.20285061332530946 0.002871962189432698
397 182 695.8798401195207 695.8491205353791 4.414690373964679E-5 0.15389066762985504 0.0025604450410891114
312 146 695.9131748412324 695.8953003721227 2.5685572384357887E-5 0.1813371766401715 0.001797936499889523
24 12 696.0081905350249 695.9237967942814 1.2126865201658713E-4 0.24112436277545446 0.007639690684153999
228 106 696.044613261096 696.0498789932441 7.565164950173181E-6 0.13916737451611566 3.7824718761200277E-4
95 46 696.0732633456544 696.0979108974724 3.540816806394753E-5 0.14548009282512264 0.0019119850194938622
339 155 696.1083853443556 696.1237727239484 2.2104373095254917E-5 0.06081187737343909 6.631125298070671E-4
288 132 696.1471247152402 696.1439312926713 4.58730217335075E-6 0.12221482535280558 2.385327993976854E-4
143 64 696.1763757198919 696.225823068055 7.102199677855302E-5 0.16733043096115482 0.0040481339083326675
145 65 696.2095230167805 696.2811572821323 1.0288123497614333E-4 0.09022938810057841 0.0039093753193104935
475 222 696.2443423814334 696.3735790738294 1.8558528967729942E-4 0.203488413491586 0.015403116322600833
858 437 696.2765966431859 696.4269809512047 2.159369354319315E-4 0.16368357433114467 0.013387694482536643
359 167 696.312076645849 696.4552350972841 2.0555298348094513E-4 0.1929965977483552 0.01500491873274748
730 367 696.3485573188337 696.5057211553356 2.2564615297217063E-4 0.2280529236317531 0.01805114337020067
796 403 696.3759551405144 696.5246549040736 2.134881551029554E-4 0.17874331657856546 0.012808908067856322
640 314 696.4106320588478 696.5499041658367 1.9994562651710746E-4 0.18856349720661253 0.015195414083984185
578 285 696.447605629803 696.5499321574692 1.4690479884094104E-4 0.14257241314388347 0.008520229165320511
866 442 696.4782251655076 696.5703620372449 1.3227216769282006E-4 0.12645813499116304 0.0058198063190008625
573 282 696.5153203929308 696.6200589826963 1.503525320795802E-4 0.1593430389573447 0.009321582263340046
709 357 696.5481326416967 696.6245352567112 1.0967545808057083E-4 0.1570048869938555 0.007238367256527282
518 248 696.5817087924589 696.665614785966 1.2043940697841352E-4 0.132811621893782 0.006623974577467073
370 174 696.6110804390993 696.6856099266319 1.0697721679714517E-4 0.1520738569602424 0.005562651761412569
762 383 696.6472872018095 696.7017650441038 7.81939203080238E-5 0.1574000831776224 0.005082455245111385
715 361 696.6721279384981 696.70606211134 4.870658472392167E-5 0.0609914947547061 0.0014611564484198658
845 430 696.6986694204636 696.7240613190723 3.6444698867830664E-5 0.20256583783456772 0.0021866161171764935
854 434 696.7261932230978 696.7710489449838 6.43765580587336E-5 0.058078864022848564 0.0019956172699363587
664 330 696.7553620913023 696.7766904994484 3.061010570076707E-5 0.19807813882558092 0.002234470708936367
292 135 696.7915153593053 696.792099255068 8.379770139848736E-7 0.06959309992025328 3.100427427634177E-5
360 168 696.8151819221168 696.8305234553576 2.2016161353960054E-5 0.18581352046770175 0.0017172094369769003
497 234 696.8404746586826 696.8545011970347 2.012836012099072E-5 0.1908057554364062 0.001529709682015716
820 415 696.8778505622117 696.8679685219653 1.4180649266190343E-5 0.19396068966415453 0.0010776971081603547
685 344 696.9041877127207 696.8868753416868 2.4842440927579608E-5 0.14917537914562773 0.0012669273068279382
677 338 696.9359739335677 696.8879455290067 6.891840340910378E-5 0.19266735265302729 0.004410645776820997
436 203 696.9651343258669 696.9013644820651 9.150483418720042E-5 0.17258139002147685 0.006130642209345614
584 288 696.9911154030949 696.9280807228972 9.04464634748322E-5 0.1825652057176248 0.0058788450199008455
331 151 697.0197096664963 696.9512542386639 9.822125638786307E-5 0.1432680795053456 0.004714482330125759
437 204 697.0435807281514 696.9528669277389 1.3015772617786558E-4 0.1716827681934543 0.008069539866045396
747 376 697.0822469535626 696.9726585933631 1.5723480519403424E-4 0.11286367537565903 0.0070753622285978784
872 447 697.1111991785747 696.9980190966475 1.623822146208021E-4 0.1778960231707018 0.010554530321149303
893 461 697.1327530646009 697.0427393841605 1.2913652973405934E-4 0.14714047931531185 0.006973168273023133
784 396 697.1593118001744 697.097523969521 8.863584868509339E-5 0.18999373184619453 0.00629295732001181
898 462 697.1836040600962 697.1255907127377 8.321792820599793E-5 0.1881601998772309 0.005908296618095423
905 466 697.2121715236385 697.1720562193678 5.7540034648274214E-5 0.09137108260249198 0.0023015357342396144
660 327 697.2430433521783 697.1974124000375 6.544911287577518E-5 0.16435229106815824 0.0038613836331243476
611 302 697.2732375696485 697.2016512227588 1.0267667433685516E-4 0.17440896155119656 0.008008543521635325
676 337 697.3047480176517 697.2447644640051 8.602940703714031E-5 0.18519851947946714 0.006021879085668903
702 353 697.3268528059397 697.2451654528738 1.1715728858840323E-4 0.1281686426925883 0.005623386571280434
455 212 697.3572431198231 697.3112530792039 6.595338941707978E-5 0.08752991776507449 0.0025061574522651925
225 104 697.3946862116996 697.3163654139327 1.1231745252457955E-4 0.12910264986078246 0.005952652162769249
260 122 697.4202595754042 697.3360856120756 1.2070788399640128E-4 0.13139769377358634 0.006638740704915066
585 289 697.4544310957546 697.400463610899 7.738378115799177E-5 0.15382120963900148 0.004565509003918481
347 160 697.4891236303012 697.4263652504382 8.998567159195743E-5 0.16126346327832367 0.005039049032132105
213 98 697.5209277131975 697.4300927831763 1.3024234394401672E-4 0.10459212327862422 0.004949066981317764
300 140 697.5485802278175 697.4828221545037 9.427912949991833E-5 0.07256358811908209 0.0038653351750855512
166 73 697.5773666116924 697.48912515248 1.2651302512141122E-4 0.1023239324328091 0.005566413563312631
id1	id3 	 s 	 delta* 	 gap real_cost gap_cycletime
0 0 693.0 0 0 0
203 90 697.1487412901444 697.5824175325429 6.216845945350791E-4 0.10049116053376694 0.026110005291458224
111 50 697.174368744356 697.585843063757 5.898547447491727E-4 0.11338520083093197 0.02595286086793306
201 89 697.2001232180342 697.6698024646524 6.732113744339402E-4 0.07204449381377849 0.02154215559829071
4 3 697.2360104164756 697.7089110613276 6.777907481971484E-4 0.1760720579637595 0.037277384423774346
199 87 697.2728206476758 697.7823885679913 7.302676717899677E-4 0.15775295409065127 0.046735757351465256
913 469 697.3230748591825 697.8184118190115 7.098364724109897E-4 0.15887890152051817 0.030522068966671298
907 467 697.3457843707204 697.8367575389733 7.035644983569316E-4 0.10085792047313807 0.02673468527234528
544 263 697.3765592804625 697.8470625801003 6.742212224814042E-4 0.15918072586612894 0.04247468768344804
693 348 697.4018513748041 697.8549849162363 6.493233568956592E-4 0.12075372188958196 0.03506244849659233
800 404 697.4319952559398 697.8866441139321 6.514651939922895E-4 0.1746371316799289 0.04038964490497722
549 265 697.4673938185504 697.9021691781807 6.229746500749042E-4 0.18840416505283228 0.04672170692858758
538 260 697.4912218190102 697.9494020502992 6.564662566413384E-4 0.07039554660493522 0.024945014502341805
708 356 697.524754942677 698.0153360676783 7.028228459349311E-4 0.11316961201659455 0.033734525514964864
572 281 697.5571296430398 698.0260992747295 6.718511416363201E-4 0.17200298487675747 0.04568452655702847
462 216 697.5817694045055 698.0911764603007 7.297142163838902E-4 0.16999018124156784 0.04451125115442232
126 57 697.6176795471631 698.210784548826 8.494641085301916E-4 0.16076191644259433 0.04332139339132438
351 162 697.6495504995006 698.242612560915 8.4936388977922E-4 0.11181986780740745 0.03906961518693475
139 61 697.6798311623212 698.3392235454617 9.442293385623422E-4 0.10836303709428276 0.04532170740224776
196 86 697.7045281495639 698.3511787953169 9.259677156534168E-4 0.15230298279507337 0.05092673127169671
200 88 697.7273856294095 698.3554858488953 8.993989912206064E-4 0.13954531690412314 0.0494655034064126
426 196 697.7599548110005 698.3620894351102 8.622097808842033E-4 0.12302979225929833 0.04742016782214331
851 433 697.7970668923184 698.3671248873452 8.162726662122642E-4 0.1418507354058175 0.04489368723472924
808 409 697.8217730970935 698.3877355542729 8.10384301394257E-4 0.1982119022322905 0.062397725390366726
638 312 697.847984738536 698.4348417730915 8.402459319837842E-4 0.23442364518998157 0.0764600584909703
480 224 697.8781252296236 698.4492381714741 8.176871140208804E-4 0.12155856429401907 0.041700838441178126
443 206 697.8999823461303 698.4799587467988 8.303407898905795E-4 0.136425740936036 0.047328048868935886
588 290 697.92662479525 698.4809989045792 7.936853116959419E-4 0.13138003325796882 0.0484134005674423
682 342 697.9581762632008 698.4859795285795 7.556390261904802E-4 0.1618988638665287 0.04835947482095783
553 268 697.9926733322877 698.5016331636637 7.286451558756481E-4 0.15196584540588587 0.04298880483985882
634 309 698.0242652515003 698.5391340544303 7.370650802935018E-4 0.1965705835419328 0.05748935917570385
833 423 698.0540652384573 698.5431552282319 7.001571572407517E-4 0.12037277469786509 0.03150616228088602
