Site_ID Site_time_routing
0 644.0
385 644.0213574158382
875 644.0597824851411
569 644.0899694422957
438 644.1144473709816
444 644.1388894753568
185 644.2929863534184
79 644.3329055690157
189 644.3610805849561
178 644.4321195364923
219 644.4557692854966
95 644.5654466055397
297 644.6726736469004
225 644.6967431291318
197 644.7292027149084
87 644.756195220529
239 644.786408828142
172 644.8120204261169
181 644.8323529363315
3 644.9447198215391
10 645.1034421748445
179 645.1382238144047
22 645.1694564570162
83 645.196109966827
327 645.3385434005763
109 645.371958562491
75 645.4350409790904
159 645.527596290302
233 645.5775081031746
187 645.6045795754442
42 645.6341030756666
69 645.6972156602692
48 645.7563821743096
223 645.8100647715793
39 645.9617307644681
224 645.9948166651894
96 646.0227469374953
46 646.091630724372
167 646.1649510608205
195 646.833899628736
15 646.9479463218757
6 646.9715074966446
51 646.9996750096324
4 647.0269405449108
212 647.0645993541627
165 647.0880574897243
261 647.1194629919961
234 647.1478151869876
20 647.1836766258291
11 647.2598522736293
61 647.2862605936906
45 647.3359409735267
143 647.4277858474023
99 647.4542758009325
196 647.5247621381709
426 647.5559764955891
0 644.0
34 644.0157279534134
352 644.0549961958666
522 644.0899849534834
617 644.1210088867206
826 644.1480518833769
793 644.1776283206182
474 644.216228478296
663 644.2492383178013
606 644.283205731217
868 644.3161608086278
311 644.3569410245333
333 644.406029019847
600 644.4352089183799
915 644.4664207557839
630 644.4989350648943
562 644.5282858404854
577 644.5628479863669
308 644.6017307983922
798 644.6403927432383
750 644.6643388576784
856 644.6946488969226
638 644.7225476132785
336 644.754688332701
236 644.7794101581303
554 644.8099298423475
908 644.8417391760837
412 644.881378791684
656 644.9145261385456
726 644.9445113933232
508 644.972721708415
805 645.0062528167755
781 645.0275266948754
745 645.0583730880091
850 645.0900590245018
751 645.1140533863037
767 645.1402839198147
543 645.1682591402019
671 645.2032317265968
687 645.2283174709432
738 645.2561732502633
903 645.2870732024131
752 645.3115878896858
541 645.3481550217863
740 645.3768161470771
840 645.4132748820699
888 645.4350089677491
893 645.4619935096459
835 645.4897876206927
662 645.5174799000308
757 645.5480729370584
434 645.5786561275758
448 645.6084614378722
279 645.6510445403351
416 645.6823366513726
467 645.711179024636
525 645.7330971708227
478 645.759165366333
860 645.7904446250622
839 645.8283682501497
861 645.8493026660148
610 645.8794027900404
518 645.9116822500199
458 645.9344878451393
475 645.9561705297444
374 645.981302598259
296 646.012991584593
576 646.0423228692257
693 646.0721890524555
459 646.101142509691
521 646.12531676526
488 646.165302167354
704 646.1931567399494
799 646.2160504133236
776 646.2410007945498
811 646.2698104218467
827 646.2972076037091
380 646.3343301751503
402 646.3561120584172
797 646.3975390581672
848 646.4250964430616
668 646.4505117066666
770 646.4761702357241
881 646.5111070108035
596 646.5430340461522
408 646.5796628081437
221 646.6105584407004
302 646.6353736118012
218 646.6609109373192
260 646.6884022605198
779 646.7297959574511
470 646.7609031455876
572 646.7944768672878
731 646.8265795549588
743 646.8584817889373
519 646.8862291719809
880 646.9178916893186
477 646.9507974873086
493 646.975813213038
806 647.0057697279642
909 647.030319562977
0 644.0
313 646.9777461466881
404 647.0509175315325
423 647.2032833235658
386 647.2277695043249
601 647.260015809638
280 647.460231346493
257 647.5342093386249
237 647.5622859646612
200 647.5856791748238
192 647.6096485570746
347 647.6575402580696
71 647.693570241969
203 647.7219908498754
281 647.750069552965
77 647.7830229799719
575 647.8263772626975
343 647.854127068278
129 647.8880722442973
62 647.912589715451
163 647.9394046872213
107 647.9645044876916
80 647.9906273381014
106 648.0171442674107
16 648.2271120882497
183 648.2596274894889
23 648.2920618103473
58 648.3387420611074
319 648.3739792286204
592 648.4043555258909
900 648.4331234020173
303 648.4781194278071
180 648.5055653291627
405 648.5418651127336
55 648.5815085085237
547 648.6279823492702
565 648.6498105312597
719 648.6753763105745
701 648.6988800493192
618 648.7261901142919
878 648.7553488073879
377 648.7912975166679
465 648.8174515804506
515 648.8429264872722
340 648.8709489197929
413 648.9003076853754
631 648.9299042968937
517 648.9632352464586
513 648.9860417595222
664 649.018627381526
586 649.0495086941147
857 649.0784313019614
866 649.1111667824549
301 649.1622995600217
