id1	id3 	 s 	 delta* 	 gap real_cost gap_cycletime
0 0 658.0 0 0 0
110 46 658.013597989037 658.0041920746268 1.4294611681027135E-5 0.07637487956902886 5.145905847347257E-4
17 8 658.0420097267889 658.0171887893587 3.7720804035422875E-5 0.22994522281333002 0.0032438848238178926
170 66 658.3630941767807 658.3531133656066 1.516027033429265E-5 0.10211337119744698 5.912325878973516E-4
162 60 658.3902613439009 658.3557757657788 5.2381370972127954E-5 0.09180030440807267 0.0019904319600256523
48 21 658.4181922736353 658.3937157144642 3.717617374975609E-5 0.145789990172714 0.0019331011110688362
90 37 658.5885311596292 658.5894971857906 1.466810760842422E-6 0.13191341526004144 7.920534404725124E-5
195 78 659.6821150059609 659.6817126040341 6.099940608639312E-7 0.173585042611917 3.1108721339199006E-5
453 190 659.7171292973374 659.6848276317469 4.896530015163283E-5 0.15516825490548017 0.0027419716210204375
586 268 659.7600268653714 659.6951959710825 9.827401303636402E-5 0.20409945514760042 0.006092795092884049
356 148 659.7882488016783 659.8138544587615 3.880739531341166E-5 0.045986174354985324 0.0010477687991230725
397 163 659.8790532266775 659.8558650872642 3.5141218923920124E-5 0.15389055794745254 0.0019327070411864023
406 168 659.9583492988966 659.9631610792981 7.290983323413523E-6 0.1193022360532281 3.4995651449290326E-4
736 356 660.0002863555394 660.0030651573343 4.210286196493171E-6 0.1263107016615415 2.1471801960104868E-4
638 301 660.0409054732528 660.0581359388366 2.6104466630481792E-5 0.23403099398823332 0.0022449120122777096
335 136 660.072766781727 660.0726467253625 1.8188356249862174E-7 0.1657298798895322 1.1822062991823449E-5
338 139 660.0951327549844 660.1613394705927 1.0028868952147262E-4 0.1153034321495376 0.004813710462845067
445 188 660.1194549528532 660.2197014722151 1.5183812167128446E-4 0.13274530442533836 0.007895339832897579
409 171 660.1435004340327 660.305133992387 2.447861602665867E-4 0.13304793999611622 0.010525481322020804
719 346 660.1777068871505 660.3281784309253 2.2787387951898023E-4 0.15252903152763697 0.012988408572918084
