id1 id2 id3 Opt Opt_original cycle_time
1 1 1 13.610924188591131 13.610924188591131 13.631251911468354
1 2 1 27.242176100059485 13.610924188591131 13.631251911468354
1 3 1 40.873428011527835 13.610924188591131 13.631251911468354
1 4 1 54.50467992299619 13.610924188591131 13.631251911468354
1 5 1 68.13593183446454 13.610924188591131 13.631251911468354
1 6 1 81.7671837459329 13.610924188591131 13.631251911468354
1 7 1 95.39843565740125 13.610924188591131 13.631251911468354
1 8 1 109.0296875688696 13.610924188591131 13.631251911468354
1 9 1 122.66093948033796 13.610924188591131 13.631251911468354
1 10 1 136.2921913918063 13.610924188591131 13.631251911468354
1 11 1 149.92344330327467 13.610924188591131 13.631251911468354
1 12 1 163.55469521474302 13.610924188591131 13.631251911468354
1 13 1 177.18594712621137 13.610924188591131 13.631251911468354
1 14 1 190.81719903767973 13.610924188591131 13.631251911468354
1 15 1 204.44845094914808 13.610924188591131 13.631251911468354
1 16 1 218.07970286061644 13.610924188591131 13.631251911468354
1 17 1 231.7109547720848 13.610924188591131 13.631251911468354
1 18 1 245.34220668355314 13.610924188591131 13.631251911468354
1 19 1 258.9734585950215 13.610924188591131 13.631251911468354
1 20 1 272.6047105064899 13.610924188591131 13.631251911468354
1 21 1 286.2359624179582 13.610924188591131 13.631251911468354
1 22 1 299.86721432942653 13.610924188591131 13.631251911468354
1 23 1 313.4984662408949 13.610924188591131 13.631251911468354
1 24 1 327.1297181523633 13.610924188591131 13.631251911468354
1 25 1 340.7609700638316 13.610924188591131 13.631251911468354
1 26 1 354.39222197529995 13.610924188591131 13.631251911468354
1 27 1 368.02347388676833 13.610924188591131 13.631251911468354
1 28 1 381.6547257982367 13.610924188591131 13.631251911468354
1 29 1 395.28597770970504 13.610924188591131 13.631251911468354
1 30 1 408.91722962117336 13.610924188591131 13.631251911468354
1 31 1 422.54848153264174 13.610924188591131 13.631251911468354
1 32 1 436.1797334441101 13.610924188591131 13.631251911468354
1 33 1 449.81098535557845 13.610924188591131 13.631251911468354
1 34 1 463.4422372670468 13.610924188591131 13.631251911468354
1 35 1 477.07348917851516 13.610924188591131 13.631251911468354
1 36 1 490.70474108998354 13.610924188591131 13.631251911468354
1 37 1 504.33599300145187 13.610924188591131 13.631251911468354
1 38 1 517.9672449129203 13.610924188591131 13.631251911468354
1 39 1 531.5984968243887 13.610924188591131 13.631251911468354
1 40 1 545.229748735857 13.610924188591131 13.631251911468354
1 41 1 558.8610006473253 13.610924188591131 13.631251911468354
1 42 1 572.4922525587937 13.610924188591131 13.631251911468354
1 43 1 586.123504470262 13.610924188591131 13.631251911468354
1 44 1 599.7547563817304 13.610924188591131 13.631251911468354
1 45 1 613.3860082931988 13.610924188591131 13.631251911468354
1 46 1 627.0172602046671 13.610924188591131 13.631251911468354
1 47 1 640.6485121161355 13.610924188591131 13.631251911468354
1 48 1 654.2797640276038 13.610924188591131 13.631251911468354
1 49 1 667.9110159390722 13.610924188591131 13.631251911468354
1 50 1 681.5422678505405 13.610924188591131 13.631251911468354
1 51 1 695.1735197620088 13.610924188591131 13.631251911468354
2 52 1 15.678637501151574 15.678637501151574 15.698634590532027
2 53 1 31.3772720916836 15.678637501151574 15.698634590532027
2 54 1 47.07590668221563 15.678637501151574 15.698634590532027
2 55 1 62.774541272747655 15.678637501151574 15.698634590532027
2 56 2 78.47317586327968 15.678637501151574 15.698634590532027
2 57 2 94.1718104538117 15.678637501151574 15.698634590532027
2 58 2 109.87044504434374 15.678637501151574 15.698634590532027
2 59 2 125.56907963487576 15.678637501151574 15.698634590532027
2 60 1 141.2677142254078 15.678637501151574 15.698634590532027
2 61 1 156.96634881593982 15.678637501151574 15.698634590532027
2 62 1 172.66498340647183 15.678637501151574 15.698634590532027
2 63 1 188.36361799700387 15.678637501151574 15.698634590532027
2 64 2 204.0622525875359 15.678637501151574 15.698634590532027
2 65 2 219.76088717806792 15.678637501151574 15.698634590532027
2 66 2 235.45952176859996 15.678637501151574 15.698634590532027
2 67 2 251.15815635913197 15.678637501151574 15.698634590532027
2 68 2 266.856790949664 15.678637501151574 15.698634590532027
2 69 2 282.55542554019604 15.678637501151574 15.698634590532027
2 70 2 298.2540601307281 15.678637501151574 15.698634590532027
2 71 2 313.95269472126006 15.678637501151574 15.698634590532027
2 72 1 329.6513293117921 15.678637501151574 15.698634590532027
2 73 1 345.34996390232413 15.678637501151574 15.698634590532027
2 74 1 361.0485984928562 15.678637501151574 15.698634590532027
2 75 1 376.7472330833882 15.678637501151574 15.698634590532027
2 76 2 392.44586767392025 15.678637501151574 15.698634590532027
2 77 2 408.1445022644522 15.678637501151574 15.698634590532027
2 78 2 423.84313685498427 15.678637501151574 15.698634590532027
2 79 2 439.5417714455163 15.678637501151574 15.698634590532027
2 80 1 455.24040603604834 15.678637501151574 15.698634590532027
2 81 1 470.9390406265804 15.678637501151574 15.698634590532027
2 82 1 486.63767521711236 15.678637501151574 15.698634590532027
2 83 1 502.3363098076444 15.678637501151574 15.698634590532027
2 84 1 518.0349443981764 15.678637501151574 15.698634590532027
2 85 1 533.7335789887085 15.678637501151574 15.698634590532027
2 86 1 549.4322135792405 15.678637501151574 15.698634590532027
2 87 1 565.1308481697725 15.678637501151574 15.698634590532027
2 88 1 580.8294827603046 15.678637501151574 15.698634590532027
