OperationID Site_ID Site_time_routing
0 0 672.0
207 436 675.4963263016986
413 798 675.534296389319
187 398 675.5713458061261
226 468 675.6024021193605
462 877 675.6400516234327
295 594 675.6721869437415
113 236 675.7082442408401
431 830 675.7477647898529
423 816 675.7781158427254
227 471 675.8109996875942
352 690 675.839187986954
365 722 675.866430540472
374 738 675.8883892012464
237 494 675.917109741043
244 507 675.9471250208516
210 441 675.972727504182
349 682 676.0093915409773
435 835 676.0412460716697
391 769 676.0765456250194
442 844 676.099814390019
459 874 676.1275165010644
307 610 676.1557033453448
343 674 676.1852413394157
143 310 676.2167401018551
260 536 676.2441761781421
268 552 676.2661795633587
234 486 676.2928836584841
254 524 676.3147650892087
176 381 676.3411756364677
102 217 676.3741025330519
117 243 676.4001137923534
110 233 676.4274939799797
89 193 676.4553626079675
8 14 676.4896510693527
286 582 676.5427739194607
472 894 676.5726261894438
186 396 676.6079920657264
132 281 676.6433864703026
403 785 676.6830213487536
370 734 676.7070603624135
432 831 676.7298388159747
417 805 676.751719860336
168 359 676.7874008581459
161 346 676.8160115816049
275 570 676.8469220835084
373 737 676.8730192155977
273 559 676.9118621124741
402 784 676.9503350679807
474 898 676.9746273279026
277 572 677.0051252325844
324 644 677.028224950904
220 461 677.0553791930937
131 280 677.0840943486007
330 654 677.1251364583593
361 713 677.1491253515313
281 576 677.1812753250429
71 149 677.2202037754038
60 128 677.2417967590048
24 51 677.2688201876024
7 13 677.296695295931
450 856 677.3572415990197
198 421 677.391513990444
461 876 677.4269915775748
399 777 677.4512337021473
444 847 677.4735564503718
163 348 677.5182086724119
401 779 677.5600424504921
199 422 677.5951668165973
252 521 677.6201444988279
136 292 677.6503244753536
308 613 677.6814539643705
484 920 677.7189139221065
449 855 677.7515534815277
354 694 677.776406793772
347 680 677.8063341547698
400 778 677.8325539742041
447 852 677.8554979783048
469 889 677.8841424546637
230 478 677.9234870200146
404 788 677.953037574805
426 822 677.9861171722407
320 640 678.0183738845703
276 571 678.0429781139918
217 458 678.0672447354098
266 548 678.0912930694108
311 624 678.1145884187264
314 627 678.137231415739
192 407 678.165574815082
58 121 678.2016130236108
355 700 678.2480467000652
395 773 678.2814407512745
445 849 678.3062745335791
238 497 678.3396562436484
369 731 678.3718504687936
425 820 678.3977621162312
346 679 678.4222305643026
331 655 678.4484998922991
389 767 678.4783609029835
263 543 678.5063361233707
290 587 678.543115193403
262 541 678.5700692278563
229 474 678.5979963115245
338 663 678.6310061510299
285 581 678.6593970450954
171 366 678.6941604908944
453 861 678.7421705110421
225 467 678.788310063234
460 875 678.8252154030207
334 659 678.8529039800264
427 824 678.882939849001
170 364 678.9239641785116
222 463 678.9476594351481
246 512 678.9740031678592
169 360 679.0
0 0 672.0
6 12 676.1359752869815
200 423 676.1829751619807
74 157 676.2170811228589
93 198 676.2403220091179
54 110 676.2659051608698
86 184 676.2898553208452
72 150 676.3121060737388
9 15 676.3433473049338
141 306 676.433914397779
69 147 676.5598317640389
193 408 676.7118364064829
223 464 676.7356660690366
52 107 676.778968677841
33 70 676.8030387713616
55 112 676.8270361220942
123 264 676.8765675761599
27 59 676.9103160031955
76 159 676.9374574272689
271 556 676.9752245794723
478 909 677.0119162321089
243 506 677.0529712198268
299 599 677.0852557594102
214 454 677.1117925452439
476 904 677.1463638753056
397 775 677.1711704835217
65 142 677.2272673639546
70 148 677.250661324718
148 319 677.2813641205197
66 144 677.3125723220501
344 676 677.3534302208959
150 323 677.3893913136076
28 62 677.425235825121
13 23 677.4495604065744
19 39 677.4782677620999
146 317 677.5154922908057
81 174 677.5457046359711
83 176 677.5669593075384
104 220 677.590080006176
135 291 677.6282470588498
384 760 677.6628128492592
379 755 677.6885241890942
339 664 677.7150352234131
405 790 677.7493706134278
159 340 677.7840427457104
188 399 677.8092431532131
166 357 677.8302675154773
67 145 677.8627065525469
63 137 677.8873878652929
11 21 677.9170086759043
134 290 677.9617271477907
296 595 677.992864281879
236 489 678.0186540494283
32 68 678.0692711421963
15 31 678.0924789484859
48 103 678.11990363918
40 85 678.1469311538394
257 531 678.1887758525625
242 505 678.2413393135157
106 224 678.2938904970559
16 33 678.3270913016913
185 395 678.375393636759
317 631 678.4184016225071
121 258 678.4530039901804
18 38 678.4989390643997
111 234 678.5328409024412
36 77 678.5632101790371
107 226 678.5927010763171
115 239 678.6157544725268
38 80 678.6465351697254
59 122 678.6701095204943
25 52 678.699429640622
139 302 678.7356056248152
247 513 678.7746862039329
410 795 678.812651434519
215 455 678.8491101451441
332 656 678.8755414327469
256 530 678.9004908444829
364 720 678.9273541061248
152 325 678.9680489028653
46 99 679.0
0 0 672.0
353 693 672.0175212012817
183 391 672.0542419323575
90 194 672.0858510744089
3 5 672.1226993401953
382 758 672.1813803358439
149 320 672.2195478883558
138 297 672.2404477546834
228 473 672.2749100020735
387 764 672.3054568253589
204 428 672.3374876177738
282 577 672.3828270758578
408 793 672.4103836686228
122 263 672.4610465328553
130 278 672.4819732298097
128 275 672.5108339583385
248 514 672.5375114407034
43 92 672.5823325379461
85 183 672.6073496035366
2 4 672.6428187540685
337 662 672.6970694504122
356 701 672.7203403113391
422 814 672.7437151167536
20 41 672.7962262181816
49 104 672.8237074402833
116 241 672.8527256731377
180 388 672.8819992270919
162 347 672.904364622534
283 578 672.9534056374774
440 842 672.9825716734955
251 517 673.0218283702775
235 488 673.058347902227
56 113 673.1140175007962
91 195 673.1510750749728
342 673 673.1890842956842
97 202 673.2331129893937
211 442 673.2688390172882
341 671 673.2996353427062
434 834 673.3247210870527
219 460 673.3565156842386
315 628 673.3822146811656
112 235 673.4210440353243
129 276 673.4565215014682
155 336 673.4786594136895
158 339 673.5015447181272
329 653 673.5363252743053
372 736 673.5638310514594
312 625 673.5886986059503
241 503 673.6157099534266
202 426 673.6390712682409
446 851 673.6761833495588
377 749 673.702419856917
284 579 673.7300565895082
302 603 673.7573724196965
310 619 673.7813460206502
367 726 673.810683651375
454 864 673.8348976296694
348 681 673.8610460333159
388 765 673.8975854257482
371 735 673.9263170486959
12 22 673.9839680677903
249 515 674.0331615925724
390 768 674.0719835121193
424 817 674.0937638887623
301 602 674.1288007111848
287 583 674.1508248698952
336 661 674.1775090948671
392 770 674.213228331846
4 6 674.2788285677013
189 403 674.3259041254835
274 567 674.3530156575649
294 592 674.3786552098406
203 427 674.4038264077651
29 64 674.4416076113857
21 43 674.4688281836767
35 75 674.493767049254
306 609 674.5378109309917
297 597 674.5694660572249
333 657 674.5947764843233
197 418 674.6225808584829
362 715 674.6525849696953
430 828 674.67639151293
245 508 674.7095569498326
196 415 674.7438910096744
258 533 674.7682227036001
335 660 674.7938725975622
394 772 674.8269002064628
173 374 674.8623734286504
321 641 674.8910249417861
272 557 674.9188431186728
218 459 674.9443088495569
240 501 674.9666347348158
265 546 674.9923844749295
124 269 675.0333730578585
77 160 675.0609227638842
182 390 675.0916056366314
191 406 675.1149388130395
305 607 675.1428565899945
151 324 675.1770840705682
178 385 675.2050712830098
289 585 675.2355117714122
293 591 675.2601638919197
174 377 675.2869754021314
