114 103
1 0.6 0.5 0.024 0.019 0.01 145 120 W 89.6122 0.6238 1
1 0.6 0.5 0.024 0.019 0.01 144 120 W 125.389 0.723 1
1 0.6 0.5 0.024 0.019 0.01 144 122 W 85.7166 0.6021 1
1 0.6 0.5 0.024 0.019 0.01 143 119 W 65.4313 0.5285 1
1 0.6 0.5 0.024 0.019 0.01 143 120 W 110.1718 0.6476 1
1 0.6 0.5 0.024 0.019 0.01 143 122 W 80.7232 0.6143 1
1 0.6 0.5 0.024 0.019 0.01 143 123 W 243.5254 0.8187 1
1 0.6 0.5 0.024 0.019 0.01 142 120 W 138.6536 0.7162 1
1 0.6 0.5 0.024 0.019 0.01 142 121 W 111.6129 0.8938 1
1 0.6 0.5 0.024 0.019 0.01 142 123 W 47.6099 0.5387 1
1 0.6 0.5 0.024 0.019 0.01 141 122 W 93.0054 0.6126 1
1 0.6 0.5 0.024 0.019 0.01 141 123 W 55.4611 0.6079 1
1 0.6 0.5 0.024 0.019 0.01 141 124 W 48.9251 0.7056 1
1 0.6 0.5 0.024 0.019 0.01 140 122 W 167.8091 1.3306 1
1 0.6 0.5 0.024 0.019 0.01 139 118 W 113.3217 0.6369 1
1 0.6 0.5 0.024 0.019 0.01 139 121 W 187.0775 0.6581 1
1 0.6 0.5 0.024 0.019 0.01 139 127 W 15.2989 0.8175 1
1 0.6 0.5 0.024 0.019 0.01 138 116 W 116.793 0.6142 1
1 0.6 0.5 0.024 0.019 0.01 138 119 W 176.2843 0.6993 1
1 0.6 0.5 0.024 0.019 0.01 138 120 W 132.2735 0.7447 1
1 0.6 0.5 0.024 0.019 0.01 138 122 W 307.4422 1.0094 1
1 0.6 0.5 0.024 0.019 0.01 138 123 W 92.4916 0.4783 1
1 0.6 0.5 0.024 0.019 0.01 138 126 W 16.0468 1.1979 1
1 0.6 0.5 0.024 0.019 0.01 137 114 W 27.9279 0.4878 1
1 0.6 0.5 0.024 0.019 0.01 137 115 W 118.8442 0.6293 1
1 0.6 0.5 0.024 0.019 0.01 137 116 W 103.0087 0.5735 1
1 0.6 0.5 0.024 0.019 0.01 137 117 W 114.956 0.6517 1
1 0.6 0.5 0.024 0.019 0.01 137 120 W 66.0317 0.4082 1
1 0.6 0.5 0.024 0.019 0.01 136 117 W 345.5652 0.9256 1
1 0.6 0.5 0.024 0.019 0.01 136 118 W 129.0452 0.7839 1
1 0.6 0.5 0.024 0.019 0.01 136 119 W 146.0735 0.6012 1
1 0.6 0.5 0.024 0.019 0.01 136 121 W 102.8132 0.7585 1
1 0.6 0.5 0.024 0.019 0.01 135 116 W 299.2831 0.7292 1
1 0.6 0.5 0.024 0.019 0.01 135 119 W 79.4848 0.6044 1
1 0.6 0.5 0.024 0.019 0.01 135 123 W 154.1917 0.5749 1
1 0.6 0.5 0.024 0.019 0.01 135 124 W 78.2113 0.5079 1
1 0.6 0.5 0.024 0.019 0.01 135 126 W 222.6929 0.625 1
1 0.6 0.5 0.024 0.019 0.01 135 128 W 112.0735 0.6622 1
1 0.6 0.5 0.024 0.019 0.01 134 113 W 153.0544 0.4716 1
1 0.6 0.5 0.024 0.019 0.01 134 115 W 124.6162 0.6439 1
1 0.6 0.5 0.024 0.019 0.01 134 117 W 166.8894 0.7472 1
1 0.6 0.5 0.024 0.019 0.01 134 123 W 295.6588 0.8385 1
1 0.6 0.5 0.024 0.019 0.01 134 126 W 85.1324 0.6573 1
1 0.6 0.5 0.024 0.019 0.01 133 111 W 231.3598 0.8641 1
1 0.6 0.5 0.024 0.019 0.01 133 115 W 89.9645 0.6802 1
1 0.6 0.5 0.024 0.019 0.01 133 119 W 206.1801 0.6887 1
1 0.6 0.5 0.024 0.019 0.01 133 121 W 102.3927 0.6534 1
1 0.6 0.5 0.024 0.019 0.01 133 122 W 70.142 0.645 1
1 0.6 0.5 0.024 0.019 0.01 132 111 W 148.8782 0.6892 1
1 0.6 0.5 0.024 0.019 0.01 132 112 W 120.8479 0.5663 1
1 0.6 0.5 0.024 0.019 0.01 132 115 W 140.4807 0.5457 1
1 0.6 0.5 0.024 0.019 0.01 132 117 W 215.4584 0.654 1
1 0.6 0.5 0.024 0.019 0.01 132 119 W 89.9866 0.6309 1
1 0.6 0.5 0.024 0.019 0.01 132 120 W 160.1132 0.6771 1
1 0.6 0.5 0.024 0.019 0.01 132 121 W 142.6946 0.9273 1
1 0.6 0.5 0.024 0.019 0.01 132 122 W 176.4234 0.5901 1
1 0.6 0.5 0.024 0.019 0.01 132 126 W 113.5551 0.8844 1
1 0.6 0.5 0.024 0.019 0.01 131 114 W 93.5527 0.6118 1
1 0.6 0.5 0.024 0.019 0.01 131 118 W 67.6826 0.6199 1
1 0.6 0.5 0.024 0.019 0.01 131 119 W 84.4479 0.8903 1
1 0.6 0.5 0.024 0.019 0.01 131 124 W 169.9586 0.7161 1
1 0.6 0.5 0.024 0.019 0.01 131 126 W 111.7091 0.6596 1
1 0.6 0.5 0.024 0.019 0.01 130 106 W 56.7999 0.3244 1
1 0.6 0.5 0.024 0.019 0.01 130 114 W 210.6125 0.8201 1
1 0.6 0.5 0.024 0.019 0.01 130 115 W 175.2145 0.7201 1
1 0.6 0.5 0.024 0.019 0.01 130 116 W 164.4272 0.5824 1
1 0.6 0.5 0.024 0.019 0.01 130 117 W 179.9484 0.7896 1
1 0.6 0.5 0.024 0.019 0.01 130 118 W 201.9755 0.9379 1
1 0.6 0.5 0.024 0.019 0.01 130 119 W 332.3814 0.7025 1
1 0.6 0.5 0.024 0.019 0.01 130 121 W 246.9119 0.7017 1
1 0.6 0.5 0.024 0.019 0.01 130 122 W 313.2913 1.16 1
1 0.6 0.5 0.024 0.019 0.01 130 123 W 151.6059 0.7082 1
1 0.6 0.5 0.024 0.019 0.01 130 124 W 181.9986 0.7732 1
1 0.6 0.5 0.024 0.019 0.01 129 118 W 225.3898 0.7041 1
1 0.6 0.5 0.024 0.019 0.01 129 120 W 98.9662 0.6122 1
1 0.6 0.5 0.024 0.019 0.01 129 121 W 126.3333 0.6353 1
1 0.6 0.5 0.024 0.019 0.01 129 122 W 100.2747 0.8733 1
1 0.6 0.5 0.024 0.019 0.01 129 123 W 227.1606 0.798 1
1 0.6 0.5 0.024 0.019 0.01 129 125 W 146.4473 0.5866 1
1 0.6 0.5 0.024 0.019 0.01 129 126 W 129.1669 0.6546 1
1 0.6 0.5 0.024 0.019 0.01 128 117 W 205.3807 0.6826 1
1 0.6 0.5 0.024 0.019 0.01 128 121 W 58.9264 0.7279 1
1 0.6 0.5 0.024 0.019 0.01 128 122 W 296.8682 0.7121 1
1 0.6 0.5 0.024 0.019 0.01 128 123 W 104.6354 0.7036 1
1 0.6 0.5 0.024 0.019 0.01 127 115 W 242.9968 0.7919 1
1 0.6 0.5 0.024 0.019 0.01 127 117 W 92.0527 0.6915 1
1 0.6 0.5 0.024 0.019 0.01 127 118 W 108.8393 0.7375 1
1 0.6 0.5 0.024 0.019 0.01 127 119 W 322.8193 0.9394 1
1 0.6 0.5 0.024 0.019 0.01 127 120 W 348.3721 0.82 1
1 0.6 0.5 0.024 0.019 0.01 127 121 W 60.4197 0.7698 1
1 0.6 0.5 0.024 0.019 0.01 127 122 W 194.0256 0.7431 1
1 0.6 0.5 0.024 0.019 0.01 127 124 W 148.4448 1.0005 1
1 0.6 0.5 0.024 0.019 0.01 127 126 W 169.9083 0.8283 1
1 0.6 0.5 0.024 0.019 0.01 126 116 W 146.1324 0.6557 1
1 0.6 0.5 0.024 0.019 0.01 126 117 W 74.4571 0.6302 1
