OperationID Site_ID Site_time_routing
0 0 644.0
163 385 644.0213574158382
433 875 644.0597824851411
256 569 644.0899694422957
190 438 644.1144473709816
194 444 644.1388894753568
80 185 644.2929863534184
38 79 644.3329055690157
83 189 644.3610805849561
74 178 644.4321195364923
94 219 644.4557692854966
44 95 644.5654466055397
123 297 644.6726736469004
98 225 644.6967431291318
87 197 644.7292027149084
42 87 644.756195220529
106 239 644.786408828142
69 172 644.8120204261169
77 181 644.8323529363315
1 3 644.9447198215391
6 10 645.1034421748445
75 179 645.1382238144047
15 22 645.1694564570162
41 83 645.196109966827
140 327 645.3385434005763
51 109 645.371958562491
36 75 645.4350409790904
63 159 645.527596290302
101 233 645.5775081031746
81 187 645.6045795754442
21 42 645.6341030756666
34 69 645.6972156602692
25 48 645.7563821743096
96 223 645.8100647715793
20 39 645.9617307644681
97 224 645.9948166651894
45 96 646.0227469374953
24 46 646.091630724372
67 167 646.1649510608205
85 195 646.833899628736
8 15 646.9479463218757
3 6 646.9715074966446
26 51 646.9996750096324
2 4 647.0269405449108
91 212 647.0645993541627
65 165 647.0880574897243
112 261 647.1194629919961
102 234 647.1478151869876
13 20 647.1836766258291
7 11 647.2598522736293
31 61 647.2862605936906
23 45 647.3359409735267
60 143 647.4277858474023
46 99 647.4542758009325
86 196 647.5247621381709
184 426 647.5559764955891
0 0 644.0
18 34 644.0157279534134
153 352 644.0549961958666
236 522 644.0899849534834
285 617 644.1210088867206
402 826 644.1480518833769
382 793 644.1776283206182
209 474 644.216228478296
313 663 644.2492383178013
278 606 644.283205731217
429 868 644.3161608086278
132 311 644.3569410245333
141 333 644.406029019847
274 600 644.4352089183799
461 915 644.4664207557839
290 630 644.4989350648943
251 562 644.5282858404854
262 577 644.5628479863669
131 308 644.6017307983922
387 798 644.6403927432383
357 750 644.6643388576784
420 856 644.6946488969226
295 638 644.7225476132785
144 336 644.754688332701
104 236 644.7794101581303
247 554 644.8099298423475
457 908 644.8417391760837
178 412 644.881378791684
307 656 644.9145261385456
342 726 644.9445113933232
227 508 644.972721708415
389 805 645.0062528167755
375 781 645.0275266948754
354 745 645.0583730880091
417 850 645.0900590245018
358 751 645.1140533863037
367 767 645.1402839198147
244 543 645.1682591402019
319 671 645.2032317265968
324 687 645.2283174709432
349 738 645.2561732502633
454 903 645.2870732024131
359 752 645.3115878896858
243 541 645.3481550217863
350 740 645.3768161470771
411 840 645.4132748820699
443 888 645.4350089677491
446 893 645.4619935096459
407 835 645.4897876206927
312 662 645.5174799000308
363 757 645.5480729370584
187 434 645.5786561275758
196 448 645.6084614378722
115 279 645.6510445403351
181 416 645.6823366513726
204 467 645.711179024636
237 525 645.7330971708227
212 478 645.759165366333
423 860 645.7904446250622
410 839 645.8283682501497
424 861 645.8493026660148
281 610 645.8794027900404
233 518 645.9116822500199
200 458 645.9344878451393
210 475 645.9561705297444
158 374 645.981302598259
122 296 646.012991584593
261 576 646.0423228692257
327 693 646.0721890524555
201 459 646.101142509691
235 521 646.12531676526
215 488 646.165302167354
331 704 646.1931567399494
388 799 646.2160504133236
373 776 646.2410007945498
393 811 646.2698104218467
403 827 646.2972076037091
161 380 646.3343301751503
171 402 646.3561120584172
386 797 646.3975390581672
416 848 646.4250964430616
317 668 646.4505117066666
368 770 646.4761702357241
438 881 646.5111070108035
