Site_ID Site_time_routing
0 686.0
610 686.0186114724545
692 686.4922374821367
578 687.3097438755674
452 687.3398966341268
915 687.3781629748802
418 687.415689508067
89 687.456727307761
263 687.4880526357877
426 691.0238866350893
641 691.0543141743109
437 691.0825001538286
170 691.1175858418127
293 691.1488078616333
181 691.1824474450683
560 691.2348984039079
191 691.2919310937507
149 691.6221889235933
116 691.6489933647977
381 691.6841935791932
802 691.7228923545937
784 691.751825900565
50 691.8051280068591
270 691.8432532789342
32 691.8803591113426
247 691.9170844829371
363 691.9436793295461
342 691.965614917127
214 691.9929799724414
884 692.0365198949286
820 692.0726602786605
897 692.1074490273448
660 692.1365206545937
566 692.161911299462
850 692.1924243334768
899 692.2212899370111
715 692.2492915906998
653 692.2744923109448
717 692.3024666183427
307 692.3367487041434
872 692.3743698709305
0 686.0
512 686.0113033473975
34 686.0593102375365
608 686.108315927133
82 686.1524673641883
826 686.209192498629
632 686.2366750829278
283 686.2858249714013
609 686.3205765003839
291 686.3540994629033
624 686.3856468430246
517 686.4106419771438
415 686.4371927192035
41 686.4820613077875
417 686.5255706717847
570 686.5511172673716
439 686.5771394311605
881 688.1132697686513
853 688.1395894423989
667 688.266781297835
386 688.6182639418209
188 689.1547018560215
519 689.1888768265266
824 689.2413714428318
571 689.2760911353465
339 689.3050595161997
327 689.4715709129148
429 689.50210770577
238 689.5306399504482
5 689.9213670004145
96 690.0029364538001
808 690.6305082067792
0 686.0
368 686.0088562927076
221 686.0386198083933
46 686.0716590171481
466 686.1132699175032
441 686.1374117424328
132 686.178960898766
451 686.2315573540204
440 686.2660328186209
213 686.3066595701325
61 686.3377087742363
668 686.3936962597329
659 686.4242483223338
839 686.4613282470633
694 686.496243361521
463 686.5276976440161
674 686.5577181860342
407 686.5897775992446
81 689.0376701183283
482 689.0772172839752
759 689.1093123900748
38 689.166876998567
358 689.2127031673064
346 689.2428150055114
62 689.2805163343539
438 689.325567446254
113 689.3687654739924
579 689.420545517449
527 689.4461600825624
209 689.49278601591
202 689.5172919101373
862 689.5763492378846
59 689.6373784664738
0 686.0
395 686.00969792368
898 686.045938550338
145 686.5194347601519
789 686.5636686557017
736 686.5884151124135
622 687.4879493828486
651 687.5183233238726
709 687.5429411264854
390 687.585928999809
35 687.6259590497118
256 687.6621821275927
39 687.699868973993
511 687.7463421066719
531 687.7679593082952
685 687.7982596044203
378 687.8334610487219
542 687.8612510385311
606 687.8881055119708
321 687.9223671163384
201 687.9499564732106
896 687.9977958184181
865 688.0313508903957
365 688.0783543979494
646 688.1085745259977
513 688.1348057691005
128 688.1781258489193
536 688.220054644441
445 688.2477506955615
730 688.2861448369953
112 688.34365325205
794 688.406256532037
0 686.0
8 686.0195144217143
467 686.0665079048924
652 686.1040626061904
216 686.1525970695599
144 686.1843692063683
330 686.2166026727443
458 686.2432299078318
163 686.2841529040098
863 686.3433015418018
367 686.3916044837586
312 686.4205122917418
193 686.4609205670156
374 686.5040343670032
501 686.5319688559631
735 686.5641314021586
787 686.5897985233363
461 686.6213386548689
309 686.6489938673386
669 686.6836926763406
580 686.7087722860647
269 686.7554945506959
848 686.8066827334139
756 686.8315345920763
237 686.8764354875178
428 686.9050171743053
