OperationID Site_ID Site_time_routing
0 0 686.0
439 856 686.0210625442952
176 414 686.0554542911195
350 712 686.0851538864068
347 709 686.1076363893717
180 420 686.1420410558059
418 817 686.1823480905999
401 793 686.2046155693313
426 834 686.2408054057184
269 584 686.2685684143015
193 443 686.2979188242296
445 872 686.3351625599662
345 706 686.3622067336381
310 641 686.3927394804741
315 649 686.422909737213
285 609 686.4597278259565
323 657 686.4868563830233
330 671 686.5087771658754
388 771 686.5384793673073
177 415 686.573804461908
414 812 686.6064212872932
328 667 686.6373899518329
146 358 686.6719619394288
391 776 686.7085585813763
406 800 686.7332191261947
182 422 686.7729769729722
204 462 686.7958250697347
169 404 686.8183491221629
255 553 686.8437454817838
313 644 686.8674162345033
416 814 686.8934407757195
186 435 686.925504576764
247 544 686.9497261432049
135 334 686.9774506661122
144 354 687.0015138499622
335 680 687.0358292226506
387 770 687.0593848175532
304 632 687.0853190836515
369 738 687.1164820643402
147 359 687.149228658315
314 648 687.1857998526467
280 604 687.2171850650232
293 618 687.2421473102944
266 580 687.2659775543273
272 588 687.2926141890107
427 835 687.320011174156
469 916 687.349555305269
359 726 687.3781314273083
229 514 687.4122439639849
77 194 687.4556464137
72 178 687.4785635437214
121 303 687.5061084498848
234 523 687.5400034756851
201 459 687.5656968557917
370 740 687.5948108553032
170 406 687.6266458566914
405 799 687.669598240155
307 637 687.6983374882515
256 555 687.728320241736
399 790 687.7562694112339
368 737 687.7795837440061
336 682 687.8105347649273
331 673 687.8412310129901
159 386 687.8731594856242
462 906 687.9146208535577
221 497 687.9489826134328
262 572 687.9727739599697
127 318 688.0028368408025
178 417 688.0324399807471
202 460 688.0585956523431
254 552 688.3037419570513
394 779 688.3792817506763
352 716 688.4039811462179
449 884 688.4312064374355
395 780 688.4599678622146
208 468 688.4933299664717
454 892 688.5275595768618
302 630 688.56197896755
233 521 688.5857911254234
157 381 688.6115065815383
119 295 688.6404056152861
158 383 688.8059783434636
203 461 688.8287084275303
222 498 688.943087124632
440 857 689.0273328595488
124 310 689.1574105368467
145 357 689.1795586737812
235 524 689.2219085373767
242 535 689.3652608889648
230 515 689.4653597412928
179 418 689.5109954227713
105 264 689.5822725857101
130 323 689.6057721601984
263 574 689.6379754709685
257 557 689.6606601565677
225 505 689.683528654558
164 391 689.7087650830423
89 220 689.736682122865
31 87 689.7656062615287
129 320 689.7982070034817
102 257 689.8275127199381
76 192 689.8526248625129
44 112 689.8783993838618
14 41 690.0597766886794
108 272 690.0969973517326
131 324 690.180824984222
25 69 690.2293283709096
95 231 690.3617302659258
17 49 690.3959396839675
92 223 690.4323996891292
37 103 690.664370285783
0 0 686.0
68 171 690.0971083102803
1 2 690.1315369211958
36 102 690.1625188897306
8 15 690.1911596469989
52 129 690.2215308023221
71 176 690.2435186410371
96 232 690.2674284285605
41 107 690.2968024814293
85 215 690.3236111118142
61 156 690.3478823441667
371 743 690.3894086129802
470 918 690.418536811768
249 546 690.4521887103108
320 654 690.4790706232379
290 615 690.5022287893173
356 721 690.5296174959465
421 822 690.5629797541476
342 697 690.5956472132995
360 727 690.6268275044004
471 920 690.6607105445943
284 608 690.7016077691824
128 319 690.7321064906131
137 336 690.7605949028026
270 586 690.7899906712406
288 612 690.8176256945974
244 539 690.8515504287882
172 408 690.8766661665833
224 504 690.9002302565098
185 433 690.9316517913843
117 291 690.9565432196279
267 581 690.9859483647007
103 258 691.0165868579963
188 438 691.0434671011266
404 798 691.0819748680829
463 908 691.116175224099
353 717 691.1426092405421
174 412 691.1767954232072
107 269 691.2276953865124
163 390 691.2560072903337
372 744 691.2885077822871
455 894 691.3183621064128
443 865 691.347148523047
250 547 691.3835077310479
433 847 691.4154475678066
460 902 691.4423293197707
154 376 691.484857577564
464 909 691.5246403314444
435 850 691.5479255356577
220 496 691.5808169013337
98 236 691.6094053982657
334 679 691.649360036262
286 610 691.6733685865943
133 329 691.7039484894218
295 622 691.733876667464
408 804 691.7628162840147
192 442 691.7987750026172
167 401 691.8215742297544
446 873 691.8583895715907
258 559 691.8940865648162
452 888 691.9255950307406
150 366 691.9728346889817
253 550 692.0022268810212
305 633 692.0322629583001
78 197 692.0791740846726
216 481 692.1128410105443
403 797 692.1536586931345
226 508 692.183570679342
296 623 692.2203605527634
271 587 692.2423462203443
355 720 692.266720297219
104 263 692.3034248023185
112 280 692.3238618887789
165 393 692.3495376041869
152 373 692.3872393443618
190 440 692.4140161181418
63 159 692.4502417627596
79 198 692.4728732551504
319 653 692.5188286295655
456 896 692.5490593875035
298 625 692.5777531173663
321 655 692.6062673948478
364 732 692.6291681765607
259 563 692.656534975032
351 714 692.6819235053064
374 749 692.7091107191184
457 897 692.7412583326694
209 470 692.7783601698827
282 606 692.8116971372461
232 520 692.8357174383931
420 821 692.8749046048957
156 379 692.9151607318136
64 160 692.9513623833172
365 733 693.0
0 0 686.0
155 377 686.2962459742828
187 436 686.4772037024293
161 388 686.5063860109303
373 746 686.5381705934196
412 810 686.5643423408253
281 605 686.5905778946758
195 446 686.6679163794984
93 227 686.746885760577
106 266 686.7822893475386
80 199 686.8856485748805
122 304 686.9562723029633
118 294 687.021526657118
141 341 687.0466193656522
191 441 687.07007561703
381 759 687.1016514210204
325 664 687.1325422663626
466 911 687.1623732590591
358 724 687.1957056962636
396 784 687.223543919209
333 676 687.2490153234495
458 898 687.2760076942659
153 374 687.3125806945425
241 534 687.3383227151484
465 910 687.3725340704633
311 642 687.4041203425842
260 570 687.4267189823704
354 718 687.4526521239458
309 640 687.4754236338408
407 802 687.5048051402
138 337 687.5434229026952
139 338 687.5642507857915
299 626 687.5932965555413
380 758 687.6196320547281
294 619 687.6441787991575
419 820 687.6756827837123
361 728 687.6998975017314
451 887 687.7256084647101
428 836 687.7606484295051
283 607 687.7877718421347
384 765 687.8133691674308
437 853 687.8424132856766
367 735 687.865110826717
362 730 687.8904337505924
291 616 687.9166668881095
274 590 687.9429295517949
148 360 687.9706458486334
386 769 688.0121500513924
212 475 688.0500750429753
