id1	id3 	 s 	 delta* 	 gap real_cost gap_cycletime
0 0 679.0 0 0 0
369 172 681.3141814341448 681.2914653146896 3.3342733046930726E-5 0.12981294676219002 0.0016670870872462853
240 103 681.4046071682029 681.3488638234273 8.181322041512113E-5 0.12941970715552642 0.0036814854423839415
1 1 681.5759597151297 681.5422678505405 4.943473967569291E-5 0.13692103511168752 0.0024716632637994847
166 72 681.6284772590649 681.636645237241 1.1982891813764135E-5 0.1023229835411808 5.152492367029057E-4
267 120 681.6562358596368 681.6429609565107 1.947486277489741E-5 0.1318872220274431 9.931884600418105E-4
326 147 681.6810477139403 681.6578536072468 3.402602430347545E-5 0.09549872624326733 0.0014290512520725653
299 135 681.9644607924415 681.9258795238655 5.6576923877571073E-5 0.10253133938700049 0.002206435319661625
296 132 682.1050701042936 682.0449613525817 8.813018952992992E-5 0.17100781710281912 0.0050232686627149255
228 98 682.1722268771797 682.128474365291 6.414116040146345E-5 0.1391676976490869 0.003142823088470404
114 51 682.2217474480328 682.2042016560412 2.571926697178516E-5 0.1902175389761322 0.0013630794734985682
61 32 682.2469016999721 682.2600701415552 1.9301205155265155E-5 0.09168941642793162 7.527250562751012E-4
56 30 682.627940829563 682.5867735320616 6.031071667044895E-5 0.11264159022250364 0.0024726665755646676
66 34 682.6522505063006 682.609897253132 6.204605784214E-5 0.11720670273466749 0.0026058575324544144
190 84 682.7163105595959 682.7067759756512 1.396585515209269E-5 0.12969638547772805 7.262029270021131E-4
288 129 682.7478692461727 682.7561599796801 1.214303728522666E-5 0.12221483750171463 6.192766005277007E-4
350 160 682.7783302737753 682.7668443773405 1.6822574982065282E-5 0.05637253161882774 5.38306991760853E-4
98 48 682.8103974232544 682.8887035148539 1.1466889289057628E-4 0.0558752563428668 0.003325302732427663
53 28 682.9303933363822 682.9294793948683 1.3382663092768479E-6 0.13525651993723586 6.691132544308882E-5
161 69 682.958073335495 682.9624496655125 6.4078633015106735E-6 0.020542699942636376 9.611524753243538E-5
90 44 682.9814852732711 682.9824512994327 1.4144231081276787E-6 0.13191341526004155 7.920534405657252E-5
46 24 683.0126563641601 683.0191106415124 9.449629229616083E-6 0.08873318567152082 3.4962611360118447E-4
123 55 683.1634529659148 683.1844546781617 3.074091060351246E-5 0.0965072105268519 0.0012910805738941373
