OperationID Site_ID Site_time_routing
0 0 693.0
39 80 694.0802820896573
83 191 694.1075315812234
431 846 694.1609841226878
457 885 694.188013559686
427 841 694.2105608459399
223 478 694.2504173335622
401 791 694.2799123083403
190 416 694.3115632097027
343 684 694.3438056411206
308 632 694.365400163534
351 699 694.3974479550092
448 874 694.4257295682922
384 764 694.4533847491363
303 618 694.4811818336349
238 502 694.5127519825285
413 818 694.5555136785764
244 514 694.5927031629944
349 696 694.6198745616075
319 646 694.6445259087473
298 603 694.6679570219081
393 781 694.696066583617
318 645 694.7249918392667
183 399 694.7534887912586
429 843 694.7922826459443
445 870 694.8184738760906
178 384 694.8578223375386
379 753 694.8948040883529
295 599 694.9208820939147
221 473 694.9452158764655
377 748 694.9807949372376
465 903 695.0075692629689
386 768 695.0348188889724
360 713 695.0651057118633
187 405 695.0992967472388
211 453 695.1336266794397
454 880 695.1702177165567
200 431 695.2093125417534
266 551 695.2430737978588
362 719 695.2692717945189
191 419 695.2993438480839
170 362 695.3231312013098
385 766 695.3673098504096
192 422 695.4091552359209
231 493 695.4361856750409
374 742 695.4655752454995
439 862 695.503940246028
340 680 695.5290570255137
471 917 695.5617734717573
390 774 695.590866509428
250 522 695.6385108808713
366 729 695.6753153221964
398 787 695.7051054414724
306 629 695.731499639703
158 345 695.7615976976152
313 639 695.7967148731025
317 644 695.8501095953934
182 397 695.8798401195207
146 312 695.9131748412324
12 24 696.0081905350249
106 228 696.044613261096
46 95 696.0732633456544
155 339 696.1083853443556
132 288 696.1471247152402
64 143 696.1763757198919
65 145 696.2095230167805
222 475 696.2443423814334
437 858 696.2765966431859
167 359 696.312076645849
367 730 696.3485573188337
403 796 696.3759551405144
314 640 696.4106320588478
285 578 696.447605629803
442 866 696.4782251655076
282 573 696.5153203929308
357 709 696.5481326416967
248 518 696.5817087924589
174 370 696.6110804390993
383 762 696.6472872018095
361 715 696.6721279384981
430 845 696.6986694204636
434 854 696.7261932230978
330 664 696.7553620913023
135 292 696.7915153593053
168 360 696.8151819221168
234 497 696.8404746586826
415 820 696.8778505622117
344 685 696.9041877127207
338 677 696.9359739335677
203 436 696.9651343258669
288 584 696.9911154030949
151 331 697.0197096664963
204 437 697.0435807281514
376 747 697.0822469535626
447 872 697.1111991785747
461 893 697.1327530646009
396 784 697.1593118001744
462 898 697.1836040600962
466 905 697.2121715236385
327 660 697.2430433521783
302 611 697.2732375696485
337 676 697.3047480176517
353 702 697.3268528059397
212 455 697.3572431198231
104 225 697.3946862116996
122 260 697.4202595754042
289 585 697.4544310957546
160 347 697.4891236303012
98 213 697.5209277131975
140 300 697.5485802278175
73 166 697.5773666116924
0 0 693.0
90 203 697.1487412901444
50 111 697.174368744356
89 201 697.2001232180342
3 4 697.2360104164756
87 199 697.2728206476758
469 913 697.3230748591825
467 907 697.3457843707204
263 544 697.3765592804625
348 693 697.4018513748041
404 800 697.4319952559398
265 549 697.4673938185504
260 538 697.4912218190102
356 708 697.524754942677
281 572 697.5571296430398
216 462 697.5817694045055
57 126 697.6176795471631
162 351 697.6495504995006
61 139 697.6798311623212
86 196 697.7045281495639
88 200 697.7273856294095
196 426 697.7599548110005
433 851 697.7970668923184
409 808 697.8217730970935
312 638 697.847984738536
224 480 697.8781252296236
206 443 697.8999823461303
290 588 697.92662479525
342 682 697.9581762632008
268 553 697.9926733322877
309 634 698.0242652515003
423 833 698.0540652384573
264 548 698.0825984720212
440 863 698.1199209156546
297 602 698.1546921510645
180 394 698.1863995720767
235 498 698.2184984975353
176 377 698.2428539963377
391 779 698.2772636174327
468 910 698.3021791850358
369 736 698.3303630939486
381 759 698.3514202820977
406 802 698.3797427174702
286 579 698.4072807849229
243 513 698.434989408817
375 745 698.4645221011685
334 670 698.493616678999
227 488 698.5254726124155
436 857 698.563830465537
202 435 698.5972034095208
315 641 698.6239817650404
299 604 698.646286607177
257 535 698.6694926372405
458 886 698.7091547073667
416 824 698.7362900398938
412 817 698.763051714041
249 521 698.8052835671657
226 483 698.8273875016336
145 311 698.8543717673164
388 771 698.893201427926
256 534 698.9279392648584
316 642 698.9518301572896
164 354 698.9815969569275
262 542 699.0137866597432
301 609 699.036637260993
324 657 699.0637658180598
242 510 699.0891311587421
93 208 699.1282600184009
189 415 699.1649292483665
422 832 699.1977892947543
213 456 699.2292189387568
310 635 699.2595439519492
380 755 699.2837358552264
214 457 699.3156199192573
364 724 699.346537244092
365 728 699.3831025598332
455 882 699.4163322131884
311 636 699.4482163342038
154 334 699.4802767425688
4 6 699.5271779883643
32 61 699.5548254930908
267 552 699.6003604112658
331 666 699.6332716811271
358 710 699.6565515333101
254 532 699.6865567236088
215 458 699.7104702996837
304 620 699.737754381979
186 404 699.7680181406805
7 12 699.813669670874
35 68 699.841486679581
163 353 699.8775910892557
405 801 699.9302345973643
293 593 699.9668381653337
323 652 700.0
0 0 693.0
326 659 694.2495420731683
435 856 694.3061103471688
103 224 694.3846803685399
108 234 694.4107620214216
49 110 694.4981412044094
148 321 694.6152237380779
94 209 694.6510298495698
157 344 694.6790823529062
15 28 694.7184783054747
48 99 694.7531814794663
173 369 694.9404158576048
124 267 695.0221816596351
91 206 695.0475115136779
51 114 695.0772423400952
68 149 695.101470666147
141 302 695.13005273284
1 1 695.1732319258499
44 90 695.2042994811638
156 343 695.3206304491758
129 279 695.3435181976351
218 467 695.3818047883728
138 298 695.4090126874197
252 525 695.4372285143916
193 423 695.4629290085339
69 150 695.5009238295914
26 50 695.5308044998687
10 20 695.5570735050793
110 239 695.5932768282066
96 211 695.6159324629067
17 32 695.6484975434306
82 190 695.6798583773494
76 173 695.70144119699
