Ruta 0
Nodo 23 Fecha 0.34 Costo 2.234008665718032 Maintenance optimal cost 0.08639403822384337 26.392259611284246
Nodo 638 Fecha 0.40849547772287165 Costo 1.8983810113579442 Maintenance optimal cost 0.08870961197964973 37.809871651023506
Nodo 856 Fecha 0.4372979149766194 Costo 1.7742257342860004 Maintenance optimal cost 0.08174322098996707 35.55504417708517
Nodo 730 Fecha 0.46783920113701893 Costo 1.6764018542322001 Maintenance optimal cost 0.082236141902201 41.09148958207252
Nodo 680 Fecha 0.49137679130877404 Costo 1.5885039892489412 Maintenance optimal cost 0.0783750778057666 36.46818498908652
Nodo 634 Fecha 0.5559826375516914 Costo 1.4125527055915037 Maintenance optimal cost 0.07653086907036821 37.23707119454947
Nodo 882 Fecha 0.5919346348391175 Costo 1.352951269739368 Maintenance optimal cost 0.07856748413634362 47.94158883276302
Nodo 797 Fecha 1.34 Costo 0.6113649693199185 Maintenance optimal cost 0.07551107552477353 39.028445633390646
Nodo 549 Fecha 1.3816009241398877 Costo 0.5908691890028867 Maintenance optimal cost 0.07368565883056895 37.77730792522857
Nodo 359 Fecha 1.4082475895271738 Costo 0.5824294764639462 Maintenance optimal cost 0.0732426570793298 39.724931117675446
Nodo 535 Fecha 1.4337618118975606 Costo 0.5724156131001957 Maintenance optimal cost 0.07216362618006165 40.20551841017252
Nodo 749 Fecha 1.472383874909067 Costo 0.5592674097005864 Maintenance optimal cost 0.07162263363619972 41.54751744037836
Nodo 442 Fecha 1.5569996140907227 Costo 0.5244586208777158 Maintenance optimal cost 0.0696249201378696 37.75651311624634
Nodo 857 Fecha 1.5925478673464952 Costo 0.5182972038515322 Maintenance optimal cost 0.07067158479521449 41.400346333183755
Nodo 676 Fecha 2.34 Costo 0.3603102872519685 Maintenance optimal cost 0.07030110817867818 40.76177506186135
Nodo 835 Fecha 2.3656940954735575 Costo 0.362377984194717 Maintenance optimal cost 0.07118769397735959 45.801189210396295
Nodo 583 Fecha 2.3963345557403204 Costo 0.35403854652083055 Maintenance optimal cost 0.06991960061879014 42.66537358551821
