Site_ID Site_time_routing
0 672.0
166 672.0158962916379
129 672.0401049500387
281 672.0701339333956
140 672.1001011235726
223 672.1286382310369
220 672.1535150522632
282 672.1786529572929
421 672.2121938851811
920 672.2591208860715
874 672.2902164319479
903 672.3936556478694
681 672.4213297763655
456 672.4566330513469
462 672.4832715122095
359 672.5087482933405
655 672.5431210979245
902 672.5751675064869
829 672.6065132000978
770 672.6347083764784
478 672.6736895405719
697 672.7019027677632
678 672.7280698266848
308 672.7624796071093
716 672.9229134399251
901 672.9503049338493
611 672.9845989743375
494 673.0148811727429
743 673.0445851275238
638 673.0739847579919
813 673.1043973346663
852 673.4345069371929
377 674.0514121357094
449 674.0853853761503
723 674.125898763236
832 674.1538668497841
408 674.4103155763389
649 674.4516930987311
313 674.4894197746706
607 674.5200310938424
336 674.5494909170471
780 674.5873049756805
315 674.6265549977385
559 674.6696506961958
595 674.7020087798508
510 674.7293551581835
776 674.75967408458
682 674.7843495758148
877 674.8166448927707
772 674.8496208960995
675 674.8834015943575
499 674.9095045350069
464 674.9350937245074
858 674.9692566372331
705 675.0038915013093
514 675.0397624498131
362 675.0684577244673
900 675.1061850426247
332 675.144411465376
334 675.1665663266598
713 675.200968019992
380 675.2344052902749
771 675.2751671056427
383 675.3165160569167
707 675.3554492742774
746 675.3920492538648
781 675.4234512571737
798 675.4533917106406
360 675.4949807669999
634 675.5305986164105
343 675.5704872968762
476 675.5988357441324
751 675.6338239540916
370 675.6768798059106
419 675.7079165854077
568 675.7339780499368
749 675.7671071294666
311 676.5540007617325
744 676.588661202236
912 676.6167960015372
444 676.6534637521625
856 676.7746461698187
857 676.797661140707
399 676.8333549293774
498 677.1173834790816
738 677.1470931121196
762 677.1698403572065
883 677.1949327142455
840 677.2338247968648
725 677.2581347691212
589 677.3693029032216
473 677.5490474682429
636 677.7871429730274
737 677.8151127934709
0 672.0
650 672.0199105112448
891 672.0488569920511
567 672.0822554429715
828 672.1134272634979
335 672.1508104800905
806 672.1882968887999
732 672.2119067683435
435 672.2451441376762
58 672.287409537483
31 672.3127952235669
222 672.3474329820663
301 672.3722884551731
278 672.8536675906382
243 672.8852293340499
177 672.9109937854766
171 672.9369455867221
157 672.9582679443895
20 672.9902215245608
266 673.0281824650516
40 673.0637906909242
133 673.0952990352978
47 673.1236314612046
261 674.496545354235
57 674.533046483161
97 674.5591034504962
148 674.5837800842469
119 674.6072019304278
169 674.6369140005735
43 674.6704776988861
123 674.702713998961
186 676.4455917113945
851 677.1122188116803
546 677.143373269866
520 677.3625394866665
79 677.4069216153794
159 677.4339694770377
182 677.4562078766173
353 677.4868051730751
288 677.5871088634158
0 672.0
672 672.0164773187315
508 677.6934411747562
603 677.7307759798862
538 677.7570769220064
825 677.9666087900101
835 677.9963978600216
125 678.1558037831312
90 678.4061523023918
577 678.9711362872612
703 679.0
0 672.0
176 672.0128602314081
807 678.4937334905346
442 678.7507202559879
398 678.7786782872007
345 678.8089214690368
167 678.83918768545
663 678.8846884030175
0 672.0
264 672.0077446033081
286 672.0381281892631
785 672.0832247635946
364 678.1839351965024
454 678.2200950887462
878 678.2569939432427
615 678.2883128142217
860 678.3198404628021
769 678.3574540519256
689 678.3879026773221
768 678.4177038159726
879 678.4544662540496
78 678.509690434046
154 678.5362865826802
337 678.5761452394696
