Site_ID Site_time_routing
0 693.0
764 693.0184775063868
621 693.0451839475094
688 693.0729294959854
317 693.1122144584084
569 693.142595783592
331 693.1711920552925
841 693.2122875171948
549 693.2502442059077
403 693.2779429514655
763 693.3107324993946
868 693.3418715034824
633 693.3693154363721
658 693.4000843200473
885 693.4375138781825
867 693.465534876203
541 693.5049901840308
729 693.5434291390426
861 693.5714670874918
470 693.6061603155234
671 693.6380258426422
657 693.6610424638855
778 693.6889675481302
765 693.7216715210551
481 693.7517788127576
340 693.7773538937754
799 693.8211701262186
687 693.8483126256358
612 693.8716241165589
295 693.9071017116772
354 693.9325961976363
516 693.9609855791255
563 693.9880429664371
460 694.0160066663691
515 694.0389721963987
626 694.0656749200812
628 694.0882197958521
779 694.1199473494153
842 694.149153615255
394 694.1849123728759
679 694.2149590468018
503 694.2556191223308
755 694.2918621890021
406 694.330018212355
401 694.3552002431454
706 694.3933366327252
534 694.4270404357759
562 694.4527016829711
700 694.481144066049
545 694.5091304354253
683 694.5393391504581
866 694.564577910388
639 694.5961405569925
917 694.6282187820485
593 694.6642148343046
783 694.6949620339079
793 694.7284216162082
650 694.884741153467
767 694.9133390672977
405 694.9586169684189
686 694.9955213071124
815 695.0260196723702
834 695.0628225471087
392 695.101698297299
217 695.1300844509732
285 695.1573403616902
366 695.1888863196177
701 695.2218444136118
830 696.1903095569827
831 696.2120406672396
666 696.2395166381802
572 696.2742151939311
456 696.300315038128
611 696.3326983962646
471 696.3594702376537
638 696.6561411378684
514 696.6848220489222
819 696.7242512552658
704 696.7490270714142
583 696.7803970140491
533 696.805843639805
486 696.8370743028219
792 696.8687588621141
708 697.4959187831205
728 697.5739350523612
413 697.6883200610994
297 697.7248134188376
875 697.7821713519376
0 693.0
726 693.0228875340699
721 693.0564645344247
710 696.792191166525
760 696.821898729027
809 696.844438129657
480 696.8768074436837
654 696.9101096120567
551 696.9415551377211
505 696.9694952553501
625 696.9983714831926
673 697.0227850567198
319 697.0587823612248
227 697.0852187263147
184 697.1092331925813
15 697.1435094428609
404 697.1876650660896
558 697.2139489590126
351 697.2440284979731
158 697.2739974596105
65 697.2996488060174
253 697.3335079573351
10 697.3726592400508
591 697.4268217475712
774 699.1820309027074
0 693.0
210 693.0107398324367
143 693.0375865702395
248 693.0696974136282
106 693.0998954020896
174 693.1260626665925
105 693.1524636301255
271 693.1865671231604
13 693.2271418352692
199 693.2637678375446
14 693.299716404487
115 693.3308523016282
107 693.354719956144
305 693.389365704096
85 694.1397643296971
443 694.1769559684778
504 694.2012137594133
218 694.2352202317556
183 694.2588594459218
44 694.291674927972
122 694.3238259754156
206 694.3548475414921
244 694.3870455218223
372 694.4130690014216
532 694.4590326156977
53 694.5067490156847
259 694.5472904785519
361 694.5736111125009
676 694.6047365837926
559 694.6466827801296
496 694.6868748558044
229 694.7256559195839
388 694.7557140031283
753 694.7963087116128
573 694.8290332331318
487 694.8578147502191
239 694.8883764911534
109 694.9179101561951
234 694.9475679506207
27 694.9841129645911
198 695.017623628143
205 695.0464342031876
93 695.0743408338171
1 698.019301557161
120 698.1347817434506
631 698.403258610725
777 698.4299828718949
750 698.453869891214
817 698.4803226416914
906 698.5097112544704
836 698.6200873471286
910 698.6497213705939
800 698.9101886801925
733 698.9387049227632
821 698.9674674178573
258 699.0091529473319
855 699.0484204215234
550 699.0790150185956
564 699.1036572923789
474 699.1287422038961
131 699.6393779209346
0 693.0
581 693.0149291694325
379 693.0450354625473
335 695.9261984569056
586 698.7762882572554
491 698.8077742068109
553 698.8426751110743
698 698.869461159274
290 698.9036180773847
252 698.9434033605692
66 698.9764086942637
420 699.0167098304937
196 699.0505142828299
786 699.095107763082
588 699.1228350227842
525 699.1516749808095
95 699.1914104213016
347 699.2252905464571
304 699.2558003899271
642 699.2981255865532
425 699.3275721911881
712 699.364446373732
740 699.3945424781093
554 700.0
0 693.0
812 693.2738443060367
3 693.334661736575
