OperationID Site_ID Site_time_routing
0 0 658.0
46 110 658.013597989037
8 17 658.0420097267889
66 170 658.3630941767807
60 162 658.3902613439009
21 48 658.4181922736353
37 90 658.5885311596292
78 195 659.6821150059609
190 453 659.7171292973374
268 586 659.7600268653714
148 356 659.7882488016783
163 397 659.8790532266775
168 406 659.9583492988966
356 736 660.0002863555394
301 638 660.0409054732528
136 335 660.072766781727
139 338 660.0951327549844
188 445 660.1194549528532
171 409 660.1435004340327
346 719 660.1777068871505
420 840 660.2129107044656
389 798 660.2346447901448
364 756 660.2632481398372
407 821 660.2911566037359
339 703 660.3150728732401
363 754 660.3425157125117
354 733 660.3634465456273
431 859 660.392448027647
284 609 660.4211394273431
316 657 660.4482679844099
262 578 660.4851549114651
337 696 660.5225843314238
278 602 660.546277025104
338 701 660.5715420307909
174 415 660.6020067110395
398 811 660.6344928015195
191 455 660.6660196866865
135 334 660.6909258357299
164 399 660.7131524985883
304 641 660.7408211028433
432 860 660.7683883890261
256 567 660.7975138744164
370 764 660.825010988942
345 718 660.8493039381372
359 744 660.8750871366833
227 511 660.9053145986284
160 394 660.934071777599
394 806 660.9675002674752
277 601 660.9944147308423
218 499 661.0200879305993
374 771 661.0566896958908
381 786 661.088535983376
151 360 661.1224862236328
464 907 661.1603013099797
400 813 661.1849398008051
241 538 661.2135565692474
428 856 661.2434131514736
393 805 661.2704397869155
451 887 661.2984844753263
319 661 661.3358927415109
379 780 661.3648252639391
417 836 661.3925664612684
376 774 661.4238185995993
222 503 661.4626978580455
146 350 661.4910241263515
123 303 661.516641953247
7 15 661.6015849796073
104 257 661.6407090198636
76 192 661.6658211624384
65 169 661.6975819717385
16 39 661.7263996895167
99 239 661.7620364803505
43 106 661.7916338886771
53 144 662.0590772608434
85 216 662.1057741222348
91 224 662.1286389644297
24 58 662.1595228043432
93 229 662.1918436043362
14 31 662.3092082753434
44 107 662.379742548787
22 51 662.415802548377
57 156 662.4433426150384
28 62 662.6380914627848
31 78 662.679797210648
13 24 662.7482852521896
42 105 662.7768104924902
96 234 662.8259941076177
12 23 662.8614484614374
62 164 662.8927927268229
50 130 663.0705243729085
40 99 663.1708902220112
30 77 663.1926512804888
73 184 663.2956557890001
10 20 663.3281733840125
67 174 663.359497776869
33 80 663.3859772733397
100 247 663.419157045001
121 300 663.443078222225
347 722 663.4800885087192
107 272 663.5230508123304
74 188 664.1237131726278
0 0 658.0
127 311 658.0053284490633
383 790 658.0399556344557
401 814 658.0619378549621
245 548 658.0904685467286
235 528 658.1164943150277
128 313 658.1462867263513
311 651 658.182051103518
219 500 658.21581513097
385 793 658.2564819027923
412 828 658.2867208301975
200 470 658.3183263227204
234 525 658.356951646376
223 504 658.378369904081
150 359 658.4057126939746
426 848 658.4439245538676
455 893 658.4657593424357
292 619 658.4947142528647
399 812 658.5217703282442
371 765 658.545766942813
302 639 658.5746666547594
355 735 658.5980966175391
395 807 658.6208015981738
213 491 658.6527954698674
321 664 658.6793566837085
111 282 658.7282259532471
179 428 658.757136164385
103 254 658.7894577950668
71 178 658.8144171500793
94 231 658.9824758834427
70 177 659.0061997952286
18 44 659.0388586053432
189 447 659.0790131895978
11 22 659.2529435853995
105 260 659.2923070818426
1 2 659.3341001181016
39 98 659.3648205043702
29 75 659.4658429187659
38 94 659.575498105424
52 143 659.6042198489719
54 145 659.6373671458605
3 4 659.6716421361149
80 198 659.7084413388974
45 109 659.7335187931924
89 221 659.7610111486109
36 87 659.7900852855522
87 218 659.8182218281004
97 235 659.9044937929151
133 328 659.9291842924458
17 43 659.9657668217179
132 327 660.0029028546177
32 79 660.0372608958869
144 347 660.0729324448486
58 157 660.1024520688138
68 175 660.1269267703518
4 6 660.1614041147234
77 193 660.1978449010091
51 138 660.22343102008
112 286 660.2530314308244
101 249 660.2798318697804
79 196 660.3032149744588
81 200 660.3260724543044
72 183 660.3481031029592
55 149 660.3703732451361
23 52 660.6015189979627
158 386 660.7222342064204
83 213 660.7873412416715
5 11 661.0310866818919
48 121 661.0813561088363
19 45 661.109342830921
35 82 661.1342119756279
34 81 661.1779535775256
59 159 661.2715078455843
95 233 661.3229968010904
165 403 661.5689115907386
170 408 661.6238733972405
220 501 661.6498495238056
306 643 661.6758377191619
308 645 661.6974122771315
187 443 661.7249340262005
318 660 661.79073167812
418 837 661.8162324847347
212 489 661.9085604829605
138 337 661.9432495671724
196 465 662.1454933333423
182 435 662.2195948145743
192 457 662.2532464140968
460 900 662.2874089690259
463 905 662.316913838538
375 772 662.3418557985543
372 768 662.3658676876265
201 471 662.3976969624504
173 414 662.423544261914
469 915 662.4597870522349
310 650 662.4917299175659
456 894 662.5209795767724
274 594 662.5507291879298
251 559 662.580543291624
331 683 662.610443604888
452 889 662.6674227764731
300 634 662.7204639348353
348 724 662.7552355014116
430 858 662.7816622305629
330 681 662.8365002618306
113 290 662.8866196259969
326 674 662.9195392515472
275 598 662.9449848908615
261 577 662.9793677543585
248 553 663.0210167502141
124 308 663.0500712177153
313 653 663.0822935983925
0 0 658.0
433 864 662.8902386378588
295 625 662.9275789329668
214 493 662.9541550034282
360 745 662.9850776407558
362 749 663.0211551423224
265 583 663.0514188646406
183 437 663.0781931308716
323 667 663.1111301937726
125 309 663.145094586443
317 659 663.1765144477968
413 830 663.2035964026923
114 291 663.2401783227992
343 712 663.2742810017636
462 904 663.3004687281576
377 775 663.3252753363737
237 534 663.3573290722139
264 582 663.3821825432406
305 642 663.4076159074333
194 462 663.4347057011581
47 112 663.4752563735981
15 38 663.5015233325333
75 189 663.5336604846909
92 226 663.5558764523144
49 128 663.5823409906683
41 100 663.6043591689762
69 176 663.6282120672938
90 222 663.6515622235191
106 264 663.6782975359239
291 618 663.7165910111784
367 760 663.7432494702567
449 885 663.7789155565347
391 800 663.8035924282565
290 616 663.8332134107158
270 588 663.8583079526493
272 590 663.8797475506345
141 341 663.9090861801119
309 649 663.9477355488328
162 396 663.9793545861852
327 677 664.0107510612899
335 691 664.0387874175339
247 551 664.0665864296507
281 605 664.089016643845
466 910 664.1217755934113
404 818 664.1501215896859
472 920 664.1823943531665
315 655 664.2182293672545
392 802 664.2432689235148
126 310 664.2808012534099
369 762 664.3150824432614
119 298 664.3538219702252
233 524 664.3824019126376
435 867 664.4222466458801
195 464 664.4614038433334
243 544 664.4902772687952
471 919 664.5307762546732
266 584 664.5701133514259
358 742 664.5980455394977
388 797 664.6355443775698
169 407 664.6807572676997
229 514 664.7083972940366
438 872 664.7420604479553
269 587 664.7730213086282
422 844 664.8073934616951
434 866 664.8287644304194
408 822 664.8501905718551
199 469 664.8817278536186
340 709 664.9102249664709
252 561 664.9360504216089
328 679 664.9640330194046
283 608 665.0
0 0 658.0
208 483 658.0098251746055
108 279 658.0370168737037
117 296 658.0579522004238
88 219 658.0858813161902
2 3 658.1238826724511
84 215 658.1623972529885
102 251 658.1861871413779
118 297 658.2094586860878
159 388 658.233574974865
145 348 658.2570005549875
382 789 658.2934752703712
409 824 658.3241917172736
467 911 658.3492085131198
458 897 658.3752423372168
322 666 658.4074885762931
468 912 658.4410169816408
457 896 658.462986061269
231 518 658.4954468783803
236 532 658.5193487053239
287 612 658.5480281911268
253 563 658.5736024410802
181 434 658.598248555064
298 631 658.6277709667044
293 621 658.6574343558798
320 662 658.6839597129396
440 874 658.7163161534313
129 314 658.7546176010043