id1	id3 	 s 	 delta* 	 gap real_cost gap_cycletime
0 0 679.0 0 0 0
795 155 679.0265688781228 679.0262662553488 4.45671675851576E-7 0.07807519022985174 1.0695781194524787E-5
355 69 679.0670530537811 679.0663302844546 1.0643574777959032E-6 0.07331526492845823 2.0222154900573292E-5
598 122 679.0965525991202 679.0799374813041 2.4467101587015135E-5 0.08380143229365755 5.38259010480906E-4
627 127 679.1260508227109 679.0889151285681 5.468458299857741E-5 0.07106860680940148 0.0011483402099148239
849 166 679.1594223222548 679.1558800848359 5.21564713321312E-6 0.07615986593670607 1.095251257569316E-4
739 146 679.1892002197321 679.1954707184113 9.232244544536778E-6 0.07213777744793025 1.6617517525586786E-4
880 172 679.214136725066 679.2676691951102 7.880909466454256E-5 0.09808078614170676 0.0018913564629283364
524 108 679.248602020824 679.2911554086118 6.26438125226836E-5 0.07538200136420417 0.0012528366704678958
613 125 679.2842229350732 679.2979715370768 2.023942743784825E-5 0.08013029696758336 3.6429809371977525E-4
507 104 679.3218942355337 679.3288364127737 1.0219170551765666E-5 0.050404905041783805 1.6350176061261353E-4
485 98 679.3438686462994 679.3805767191186 5.403167838048777E-5 0.05885780615421369 8.644802253318221E-4
303 61 679.3767847514549 679.3979853949127 3.120504316100204E-5 0.06777972449373976 6.240813852097604E-4
690 137 679.424377161159 679.4930914702795 1.011258392220793E-4 0.05837013627602666 0.0019213318657175182
699 139 679.4518241857753 679.6543800754754 2.980277853540581E-4 0.06093401429230208 0.005364334496600429
431 86 679.4883455000569 679.7803732321356 4.2959129680405307E-4 0.06084877583727611 0.007732404657518749
455 91 679.5176906475381 679.981514295049 6.82112142404034E-4 0.04572098880769622 0.010231373808049669
400 77 679.5427192709584 680.0122356892696 6.904528972706862E-4 0.06175477709345266 0.011737336440597617
369 70 679.5727543032506 680.092684508312 7.644990409466364E-4 0.06495163493629807 0.014525030806091709
640 129 679.6082910691869 680.1695305442452 8.251464522517184E-4 0.09589790768886675 0.022278230298113412
907 181 679.6381372193034 680.1895322074048 8.106490352945422E-4 0.0491066431343401 0.011348742615627483
719 142 679.6642400966467 680.2460906824763 8.553530755991533E-4 0.07654912660361007 0.018817173293459225
827 163 679.6929250670507 680.2592549427977 8.325206480205984E-4 0.09334645153696913 0.021644836111884346
822 162 679.7197139013138 680.318050735761 8.794957502598923E-4 0.08057323363324621 0.014950951987286526
424 85 679.7612733997186 680.3902390418845 9.244189673437921E-4 0.07360751157963889 0.021260968163365594
602 124 679.7906682153682 680.4016923869217 8.980344675656865E-4 0.06475886452210661 0.019756145968514712
656 133 679.8139044121601 680.4112286635419 8.778871162297712E-4 0.0846703575373767 0.018435039707043247
908 182 679.8434152548438 680.5113041100366 9.814515220526276E-4 0.0786767739268655 0.02060982885597805
294 56 679.883457558586 680.6215707461872 0.0010844692841457055 0.06490175484859807 0.022773148955544567
565 118 679.913414431956 680.6218457843461 0.0010408589685711803 0.07830188766213747 0.023938998719823634
803 157 679.9442586653878 680.6581911856872 0.001048885519258585 0.06422188533495449 0.02097706057596781
537 111 679.9784632892608 680.6702038138592 0.0010162638539522625 0.10113845269459891 0.02642199508503107
529 109 680.0061116673096 681.0981646619276 0.0016033709254819164 0.07130605631552843 0.02725645176945511
892 179 680.0389565758629 681.2121823312955 0.0017222618530065815 0.042823033012219125 0.029277575576848545
782 152 680.0635495386097 681.2727072147491 0.0017748511915042127 0.07197370047341867 0.03549591168095028
468 94 680.0979605767997 681.417111560877 0.0019358935396494384 0.07179231537774408 0.040652491661401294
548 115 680.1613404832394 681.4685821092373 0.0019182713045285435 0.08686193221789068 0.047955247757210544
433 87 680.1882065821882 681.4758423726678 0.0018894811971566022 0.0711284569244948 0.03967786437807797
742 147 680.2210840931715 681.5322754591233 0.001923887412475804 0.08871956098001027 0.04617181546133163
859 168 680.246003727501 681.5457597723663 0.0019070708404075108 0.08480881725409428 0.04195421874425985
869 170 680.2779129282836 681.6219968560446 0.0019718904817633293 0.08571173833843625 0.04535203142957588
543 112 680.3123661528989 681.6351032438348 0.0019405354633896142 0.08307215827775012 0.042690420783271135
680 136 680.340811796699 681.636603427794 0.001901000657210503 0.1014002419588316 0.05322627871724938
691 138 680.3702397452479 681.7398862715753 0.0020090456109558004 0.05661006078204615 0.03013476222016397
195 39 680.4097560081639 681.7971137950628 0.0020348542973093187 0.07851560015402169 0.03662621827947529
797 156 680.4569558281263 681.8240939074359 0.0020051184631430753 0.09827452101188558 0.052131383560658634
722 144 680.4954045324605 681.9324426357085 0.0021073027376345265 0.06232919756616352 0.04635923226590772
396 75 680.52786875181 681.9976091913746 0.0021550521875101864 0.07730946046190036 0.03878971450845448
748 149 680.5649962334471 682.0403180386124 0.0021631005765289663 0.053950622106009254 0.038934625812013554
477 96 680.6036290390222 682.0870487607586 0.0021748246421503157 0.08850737713664299 0.047844606785841945
918 184 680.6417012574866 682.1005131297305 0.0021387051382652637 0.04851895269935072 0.034218249836835385
289 55 680.684022868315 682.1190644303274 0.00210379922926052 0.05917247669510468 0.03576348938876233
629 128 680.7180754977303 682.1529913595165 0.002103510326805756 0.06818444007650858 0.033655117345172667
475 95 680.7456477618604 682.1765516053323 0.002097556475819418 0.10416975562498453 0.06082714363777433
747 148 680.7853809007735 682.2280267937837 0.0021146095386759324 0.05667747733098797 0.03594726362840225
436 89 680.8237506244974 682.2732937724484 0.0021245784661101325 0.08613188467353856 0.05098825442479002
329 65 680.8497575785059 682.2935728916178 0.0021161203483024606 0.07513343722214541 0.04232107637522868
644 131 680.8818660474041 682.3839954972667 0.0022012964251425897 0.09969527448408842 0.05723184205852897
314 62 680.9143000740376 682.4804678612307 0.002294817010809523 0.05797353122973502 0.03901069499231173
889 177 680.9583953362126 682.5730991910087 0.0023656130848255462 0.05199958151920597 0.044945287060071386
600 123 682.9680015279775 682.8002582650287 2.4566959505127394E-4 0.07346475103033771 0.005158899882127724
643 130 682.9937287995723 682.8020628371798 2.807050136844025E-4 0.06790215693236487 0.005052533217096728
761 151 683.018573550499 682.8589052869365 2.3382321344317503E-4 0.08236409594443586 0.005143947357838445
890 178 683.0498811083605 682.9607692104632 1.3047879455843487E-4 0.05474884639564994 0.00234854685032779
544 113 683.082409175579 682.9708130398578 1.6339810368238436E-4 0.07999964825582258 0.003758037548951864
500 103 683.1090959051804 683.0385443277638 1.0329077034158383E-4 0.05040024613858833 0.0018591777079111815
718 141 683.2494092057291 683.0963256731674 2.241024095845496E-4 0.06947596470875679 0.004257813212998788
483 97 683.2808228104274 683.1225813867306 2.3164425830499448E-4 0.06443761428303599 0.004401104973987515
597 121 683.3134275587073 683.1455133454217 2.457956760387819E-4 0.05826784527230258 0.003686822274892998
664 134 683.3402082232112 683.1567676667215 2.6851897715399827E-4 0.09648868471318038 0.006712756892600678
416 82 683.3750124498902 683.2334791254717 2.0715220893391693E-4 0.07326016440109379 0.004350060242394217
547 114 683.4006083341058 683.2613908540957 2.037543491752827E-4 0.08032093180918852 0.004889949792001617
788 153 683.4295774679388 683.2783919647491 2.2126486797713379E-4 0.07948962373683899 0.005088931242302052
338 67 683.4649751643567 683.2877354885984 2.59392444138577E-4 0.06096905779442656 0.005187689629583946
492 99 683.6715509910881 683.4982837366424 2.535006430425301E-4 0.08085736654719487 0.005069852312748028
402 78 683.7060557095144 683.5208322320474 2.709843924759364E-4 0.08177374832026064 0.0062324435582247146
id1	id3 	 s 	 delta* 	 gap real_cost gap_cycletime
0 0 679.0 0 0 0
434 88 679.0102494764185 683.5332263926849 0.00661705494572112 0.06646945032421667 0.1323370041057372
465 93 679.1128409899823 683.6054633849164 0.006571952150131567 0.06959090278543204 0.12486320710704062
913 183 679.1514724747425 683.6853098824314 0.0066314682239824035 0.06826217986040392 0.09283766985280949
457 92 679.1880369854741 683.733189217557 0.0066475524426189885 0.10106419805120455 0.16618339768180768
752 150 679.2229750062662 683.8369989507622 0.006747256950962712 0.08095881101440726 0.14843495986377267
844 165 679.2493988303589 683.8703849773124 0.006757108142805079 0.07756465657811741 0.14189480686421194
422 83 683.597415688378 683.8797243458156 4.1280454352945627E-4 0.10829838860926684 0.010732564541888714
493 100 684.0423782438264 683.9101510242059 1.9334004535902506E-4 0.052196553943785445 0.003286681302133864
645 132 684.0814037074631 683.9120679193497 2.4759877191306827E-4 0.0807731643152385 0.005694591709367955
397 76 684.2081240249948 684.0174568496129 2.787460663066645E-4 0.07561676502028483 0.005853483723248669
535 110 684.2350793982821 684.0299039908974 2.9995093224374975E-4 0.09377990661435974 0.007498531615639813
888 176 684.2749990093795 684.1313239616576 2.1001091850305576E-4 0.0751235590096284 0.004620095420981329
id1	id3 	 s 	 delta* 	 gap real_cost gap_cycletime
0 0 679.0 0 0 0
811 159 679.0198032725228 684.2508641413012 0.007644945944413392 0.06266368753409511 0.13760479693316793
495 101 679.0504436137218 684.2627185739366 0.007617359266741363 0.08083102635973614 0.14472524947406606
665 135 679.0833221808541 684.3860711066226 0.007748183590577982 0.08408164948073985 0.1859505102652028
618 126 684.3373502861203 684.521706155778 2.6932070670630424E-4 0.11587516737298965 0.008079352579796705
864 169 684.4741522069869 684.5674443696016 1.3627899395745637E-4 0.09205914446544579 0.003270590763967283
574 119 684.515072307126 684.5959597628249 1.1815356860547982E-4 0.06381839039277701 0.00224484868615601
731 145 684.5486752354468 684.7682986707829 3.207266395982268E-4 0.08342263265920992 0.007697195369694006
854 167 684.5765140784933 684.8384752330956 3.8251524129546266E-4 0.03418145900967152 0.005355056147864472
886 174 684.6085958808699 684.9238942148398 4.60340684027974E-4 0.0955352158905461 0.01104781972221
273 52 684.6530160338168 685.0767413857129 6.185078638621352E-4 0.05667730827652894 0.00989582457757598
816 161 684.695084482844 685.1646986447245 6.854033239152516E-4 0.0696015690798929 0.014393023195107876
711 140 684.7246424238449 685.1705380116321 6.50780445232152E-4 0.06663918021489175 0.01236444637299261
423 84 684.7601628684249 685.2006900043662 6.429169473522146E-4 0.09135602213139261 0.016715304978634424
790 154 684.7935021302239 685.2192227179447 6.212910753322717E-4 0.08879885368689415 0.01615305238071705
804 158 684.8243290775102 685.2383354730271 6.041786836561453E-4 0.07001230491605921 0.012083198415305101
870 171 684.8474938443532 685.2664224239254 6.113367967022487E-4 0.06411425194884957 0.011003723613637887
497 102 685.7539992950502 685.5207366491582 3.402707364218652E-4 0.09644242904979414 0.009187013410275138
