#---------------------------------------------------------------------------,,,
# Demand,,,
#---------------------------------------------------------------------------,,,
# Automatically generated by John Fontecha on 01 March 2015 05:18:41 GMT,,,
# Instance source file: 'Zona2',,,
#---------------------------------------------------------------------------,,,
# Centro de Optimización y Probabilidad Aplicada (COPA).,,,
# e-mail: copa@uniandes.edu.co,,,
# url:    http://copa.uniandes.edu.co,,,
#---------------------------------------------------------------------------,,,
# CSV format: node-ID,duration, id-item, demand
# Note: product ID is set to 1 for a single-product VRP.,,,
#---------------------------------------------------------------------------,,,
1,0.02110230212434714,1,0
2,0.02110230212434714,1,0
3,0.02110230212434714,1,0
4,0.020758789075032976,1,0
5,0.020758789075032976,1,0
6,0.021162882449420245,1,0
7,0.021162882449420245,1,0
8,0.021162882449420245,1,0
9,0.021438837828077175,1,0
10,0.021438837828077175,1,0
11,0.021438837828077175,1,0
12,0.02094620855528603,1,0
13,0.02094620855528603,1,0
14,0.02094620855528603,1,0
15,0.021177899375483,1,0
16,0.021177899375483,1,0
17,0.021177899375483,1,0
18,0.020282869313308187,1,0
19,0.020282869313308187,1,0
20,0.020712747684794627,1,0
21,0.020712747684794627,1,0
22,0.020608294397367728,1,0
23,0.020608294397367728,1,0
24,0.021604823069064926,1,0
25,0.021604823069064926,1,0
26,0.021604823069064926,1,0
27,0.021604823069064926,1,0
28,0.02109880783336554,1,0
29,0.02109880783336554,1,0
30,0.02109880783336554,1,0
31,0.021411342521440852,1,0
32,0.021411342521440852,1,0
33,0.021411342521440852,1,0
34,0.021411342521440852,1,0
35,0.021356549831511962,1,0
36,0.021356549831511962,1,0
37,0.021356549831511962,1,0
38,0.021356549831511962,1,0
39,0.020021280070763398,1,0
40,0.020021280070763398,1,0
41,0.020947600765832908,1,0
42,0.020947600765832908,1,0
43,0.020643874760920677,1,0
44,0.020643874760920677,1,0
45,0.022774548340988285,1,0
46,0.022774548340988285,1,0
47,0.022774548340988285,1,0
48,0.022774548340988285,1,0
49,0.022774548340988285,1,0
50,0.022774548340988285,1,0
51,0.022774548340988285,1,0
52,0.022774548340988285,1,0
53,0.022774548340988285,1,0
54,0.022774548340988285,1,0
55,0.022774548340988285,1,0
56,0.022774548340988285,1,0
57,0.022774548340988285,1,0
58,0.020968251647003805,1,0
59,0.020968251647003805,1,0
60,0.020609671771755527,1,0
61,0.020609671771755527,1,0
62,0.020698173700980545,1,0
63,0.020698173700980545,1,0
64,0.019977942132901196,1,0
65,0.0213410741499971,1,0
66,0.0213410741499971,1,0
67,0.0213410741499971,1,0
68,0.021738848182276383,1,0
69,0.021738848182276383,1,0
70,0.021738848182276383,1,0
71,0.021738848182276383,1,0
72,0.021738848182276383,1,0
73,0.021738848182276383,1,0
74,0.021738848182276383,1,0
75,0.021738848182276383,1,0
76,0.02198121653146692,1,0
77,0.02198121653146692,1,0
78,0.02198121653146692,1,0
79,0.02198121653146692,1,0
80,0.020933551368389043,1,0
81,0.020933551368389043,1,0
82,0.02110745169864478,1,0
83,0.02110745169864478,1,0
84,0.02110745169864478,1,0
85,0.020915798386151978,1,0
86,0.020915798386151978,1,0
87,0.021648629178048905,1,0
88,0.021648629178048905,1,0
89,0.021648629178048905,1,0
90,0.02000685330204583,1,0
91,0.0206587010250673,1,0
92,0.0206587010250673,1,0
93,0.020869751653798126,1,0
94,0.020869751653798126,1,0
95,0.020823663328067628,1,0
96,0.020823663328067628,1,0
97,0.020823663328067628,1,0
98,0.020306252063713184,1,0
99,0.02120278318434918,1,0
100,0.02120278318434918,1,0
101,0.02120278318434918,1,0
102,0.020888828071010113,1,0
103,0.020888828071010113,1,0
104,0.02137552063207907,1,0
105,0.02137552063207907,1,0
106,0.02137552063207907,1,0
107,0.02061247495686809,1,0
108,0.02061247495686809,1,0
109,0.020913647650892292,1,0
110,0.020913647650892292,1,0
111,0.020913647650892292,1,0
112,0.021099623482143542,1,0
113,0.021099623482143542,1,0
114,0.020883368203512893,1,0
115,0.020883368203512893,1,0
116,0.020568266444276707,1,0
117,0.020568266444276707,1,0
118,0.020169068619918587,1,0
119,0.021080042297807328,1,0
120,0.021080042297807328,1,0
121,0.021080042297807328,1,0
122,0.020253329391910324,1,0
123,0.020253329391910324,1,0
124,0.021013289809694573,1,0
125,0.021013289809694573,1,0
126,0.021013289809694573,1,0
127,0.020545766463128556,1,0
128,0.020545766463128556,1,0
129,0.020978622146633097,1,0
130,0.020978622146633097,1,0
131,0.020978622146633097,1,0
132,0.02121420338425048,1,0
133,0.02121420338425048,1,0
134,0.02121420338425048,1,0
135,0.020714663398073062,1,0
136,0.020714663398073062,1,0
137,0.021033264065760487,1,0
138,0.021033264065760487,1,0
139,0.020991967196318843,1,0
140,0.020991967196318843,1,0
141,0.020579624888417983,1,0
142,0.020579624888417983,1,0
