0,1,26299.915891924866
0,2,26239.764337296918
0,3,27677.129187196708
0,4,27784.679155770074
0,5,26679.00234165132
0,6,27860.404306902878
0,7,26716.647413161612
0,8,25988.38504217633
0,9,27390.02422604112
0,10,27738.308130738467
0,11,27142.931691149337
0,12,27052.775302626233
0,13,26258.917394615448
0,14,27939.98305510077
0,15,26729.889510738674
0,16,27725.15286066201
0,17,26712.42772118323
0,18,27131.795723247662
0,19,26562.432344567245
0,20,26988.061487352526
0,21,25980.627001873752
0,22,27264.55406687036
0,23,27341.221605859915
0,24,27346.54810924131
0,25,27102.016621623996
0,26,26258.982848214913
0,27,27706.828747273954
0,28,27813.97531999339
0,29,26980.282924272884
0,30,26433.949462743833
0,31,26929.967551761445
0,32,27132.832660817698
0,33,27793.791810401985
0,34,26122.548284294997
0,35,27545.681858804997
0,36,26273.74486724919
0,37,26229.90073469244
0,38,26902.786937666096
0,39,26481.886965433296
0,40,26417.754864749448
0,41,27540.91865296922
0,42,26073.364901557656
0,43,26640.15464913301
0,44,27651.93113489131
0,45,27256.268127552252
0,46,26010.21655798726
0,47,27176.680935079887
0,48,26841.380934088695
0,49,27386.14957757664
0,50,26929.9178935262
0,51,27797.70198802903
0,52,26708.625781899944
0,53,27284.930056319474
0,54,26149.406967865336
0,55,26106.237641605247
0,56,27586.614307181604
0,57,27639.16788981292
0,58,27175.312740256017
0,59,27153.651841617437
0,60,26148.738550477716
0,61,26244.62047812427
0,62,26339.010765436095
0,63,27189.506112359926
0,64,27330.904720941326
0,65,26704.06919544276
0,66,27707.21744775055
0,67,26550.235380806786
0,68,27173.082983130145
0,69,26422.333892939565
0,70,26587.85250312893
0,71,26879.360089869584
0,72,26324.628589784697
0,73,26565.8373425447
0,74,27023.701154203456
0,75,27417.044535891535
0,76,27830.657226586456
0,77,26614.10517691824
0,78,27469.128477323393
0,79,27949.41978063071
0,80,27243.776058275675
0,81,26462.650679563438
0,82,26548.661358399077
0,83,27078.792582111546
0,84,26886.73428636652
0,85,26994.188763601633
0,86,27297.81131130072
0,87,26819.32733952798
0,88,27950.3232791248
0,89,27257.036058077778
0,90,27197.20303789484
0,91,27560.15220735586
0,92,27255.7853190598
0,93,27594.02786498227
0,94,26759.006436081414
0,95,27518.250809033994
0,96,26499.12931441839
0,97,27263.03755062118
0,98,27509.20608230476
0,99,27275.151095480116
0,100,26522.994511048848
0,101,26129.796103341087
0,102,26353.645816471857
0,103,27618.129462104596
0,104,27691.250706176703
0,105,27612.21565961454
0,106,26733.232921082777
0,107,27910.662287112445
0,108,26003.11906962971
0,109,27932.005690810525
0,110,27600.47209981433
0,111,27163.788835483923
0,112,27687.68379874132
0,113,26859.690555659086
0,114,27382.101865211283
0,115,26328.163145954753
0,116,26009.773379700768
0,117,26617.884274696527
0,118,26683.216839930225
0,119,27064.268102889568
0,120,27261.79824313192
0,121,27582.98254314177
0,122,27874.959116599966
0,123,26903.42509100276
0,124,27011.98219104689
0,125,27604.919720455244
0,126,27615.260690737246
0,127,26318.077189082436
0,128,27477.401034893708
0,129,27506.503946405704
0,130,27027.506661418236
0,131,27585.483538473967
0,132,27630.50123542879
0,133,26919.79500272892
0,134,26203.263015917706
0,135,26880.7793703286
0,136,27373.179013949168
0,137,27044.143344988937
0,138,27866.860054284723
0,139,26241.46259829752
0,140,26938.43361553992
0,141,26066.063980804483
0,142,26539.474894906318
0,143,27851.83472624885
0,144,26538.58930303408
0,145,27126.842170271466
0,146,26135.169844469237
0,147,27751.25366658327
0,148,27290.6917615687
0,149,27948.46177754227
0,150,27810.465413603688
0,151,26797.46265441092
0,152,26729.88097498631
0,153,26340.34460496554
0,154,26253.0570359648
0,155,26489.858497265057
0,156,26493.287930964947
0,157,27047.463998396943
0,158,27710.3161881478
0,159,26444.562074609934
0,160,27500.787471634103
0,161,26703.810291729103
0,162,26655.798243733727
0,163,27803.92564688555
0,164,26226.53932225473
0,165,26049.736579034114
0,166,27017.122121981127
0,167,26248.94005158662
0,168,26910.051758518814
0,169,26649.18917577315
0,170,27911.323642445284
0,171,26582.333166099204
0,172,26608.065375460108
0,173,27195.896873519992
0,174,27961.292275351207
0,175,27523.256133780204
0,176,27136.21149273263
0,177,26864.10137385749
0,178,27376.014469798374
0,179,26547.900364229135
0,180,27230.996014436736
0,181,27801.057944369106
0,182,26778.342795452005
0,183,27109.450489042596
0,184,26103.018620190942
0,185,27388.958663377263
0,186,27454.860167040424
0,187,26023.94579289491
0,188,26962.05315754214
0,189,26315.769656406894
0,190,27508.271596182618
0,191,26764.046122045398
0,192,26423.09132889304
0,193,26582.13616381759
0,194,27868.878928255734
0,195,27859.1044943862
0,196,27304.829008317578
0,197,26910.483007102677
0,198,26074.772068441434
0,199,26375.068195320313
0,200,26828.403622142727
0,201,26843.98820405456
0,202,26411.274356685342
0,203,26651.079673490236
0,204,27793.58670385925
0,205,27962.874242309244
0,206,27071.472228001097
1,2,60.19336586537378
1,3,1377.2180978462536
1,4,1484.7704566649131
1,5,379.11616407099865
1,6,1560.5252851871405
1,7,416.83853495570764
1,8,311.7049503899932
1,9,1090.16920175308
1,10,1438.4537946331552
1,11,843.1019265431019
1,12,752.9668065471233
1,13,43.00969544961435
1,14,1640.1381585804334
1,15,430.2594031615504
1,16,1425.3273682666797
1,17,412.79984128615075
1,18,832.0479748925529
1,19,263.0239032779988
1,20,688.3748037427744
1,21,319.7932236229914
1,22,964.8247078300976
1,23,1041.4959662983442
1,24,1046.8203436530896
1,25,802.3450651400575
1,26,45.71674708684919
1,27,1407.0762434185299
1,28,1514.2189312531941
1,29,680.717873812165
1,30,135.74610465285843
1,31,630.4751259435485
1,32,833.2664392276496
1,33,1494.0700803410205
1,34,178.7228007973398
1,35,1246.0009211897197
1,36,34.88699245091924
1,37,74.69579771669062
1,38,603.4747193742364
1,39,185.3726831653163
1,40,121.37736546832281
1,41,1241.3599936438625
1,42,228.39167087319328
1,43,341.7265536641835
1,44,1352.3667318340827
1,45,956.8466671104613
1,46,291.4014879712887
1,47,877.3681860886971
1,48,542.6617615375667
1,49,1086.8214383320878
1,50,631.0077403126993
1,51,1498.2244423727018
1,52,410.29549207319377
1,53,985.7062644317758
1,54,156.9024961859838
1,55,197.0989274099889
1,56,1287.2767807485043
1,57,1339.7928367051045
1,58,876.2030446822005
1,59,854.556122774171
1,60,155.95135841545607
1,61,71.58347028620382
1,62,54.615968140413635
1,63,890.418911393932
1,64,1031.8728195159413
1,65,406.0812160589175
1,66,1407.8641094595903
1,67,253.36538728272555
1,68,874.4069478773749
1,69,129.7983278659149
1,70,291.0139641477444
1,71,580.9688753845758
1,72,47.876731705676534
1,73,269.6216910536194
