0	-10665.895326588585
1	-5634.782290957428
2	-6127.854712206437
3	-6980.120741863178
4	-9603.329654555377
5	-10892.352411726082
6	-6184.246267750913
7	-6720.14477756547
8	-9127.29508737834
9	-6477.169019813819
10	-9155.081086016125
11	-7410.903364587241
12	-6958.795689894961
13	-9445.470277610104
14	-7292.993195148066
15	-6543.836131277147
16	-3415.846396045975
17	-11345.587877699747
18	-9953.585830949225
19	-8151.17380179533
20	-5410.594279237709
21	-8088.545308693904
22	-11189.157040171116
23	-8018.4200890634775
24	-7308.247831200346
25	-8028.621360464593
26	-8272.267428791532
27	-10028.276884736093
28	-12685.133197151565
29	-5288.278655073638
30	-6110.304006646607
31	-8711.001072589697
32	-7154.0290682835275
33	-8024.316241841369
34	-8267.78357960172
35	-4685.727218678809
36	-7755.92550424175
37	-9711.522050894315
38	-11782.640047318368
39	-7402.45535786283
40	-4798.72021327214
41	-5598.750939620202
42	-9386.262747216815
43	-6594.226707538864
44	-7288.758817343031
45	-7159.4208196035115
46	-3103.424486466991
47	-5768.069701812407
48	-7294.4074759652385
49	-10410.78504906878
50	-8842.95671421109
51	-7768.3204950729305
52	-6410.698843479171
53	-8848.070674645825
54	-8721.94320528664
55	-6994.394948764198
56	-7896.73119847104
57	-7420.511472169964
58	-7809.458892355251
59	-11912.18542513474
60	-8955.17163544958
61	-8659.236683402974
62	-6772.247731011867
63	-9292.806755842508
64	-11666.292519310693
65	-11599.68090359834
66	-5906.56486966777
67	-11209.785975522416
68	-10089.569157495825
69	-8743.657214312394
70	-7694.291821997678
71	-9837.308642767084
72	-6754.72888631868
73	-9338.491433610354
74	-7611.3431749257625
75	-6418.394894827639
76	-5331.798892297392
77	-9461.134526981446
78	-9191.258814671266
79	-7127.577510158382
80	-7834.01790701979
81	-10616.353607081783
82	-7159.992372843186
83	-8014.2486426715195
84	-5887.740132113058
85	-9046.085889105161
86	-4801.925980919972
87	-5997.278611187851
88	-7706.998475680759
89	-7172.120842661454
90	-8651.50563693841
91	-6356.262175155043
92	-8202.337940266636
93	-10691.590865972394
94	-8520.953948515045
95	-9156.6124886427
96	-7545.850225625921
97	-7096.90221673743
98	-9896.998676332803
99	-10345.340611560414
100	-8279.12805748531
101	-5515.313013224627
102	-6052.0726486164995
103	-6022.866252265239
104	-19212.478425436344
105	-11195.694019524428
106	-10634.672065661905
107	-7118.7697656488845
108	-6403.63863431138
109	-8350.83822107306
110	-8329.224508960559
111	-8285.024741241416
112	-9378.54943310142
113	-8577.121193688738
114	-6369.257382063699
115	-9299.784526280557
116	-7380.842069753832
117	-6338.372233378724
118	-7768.0287673072135
119	-10578.741513243169
120	-7525.295078674825
121	-9014.248144893509
122	-10707.702978686764
123	-4716.709970275565
124	-7530.856828535682
125	-8468.895036326501
126	-10659.246671642306
127	-4982.504822843235
128	-9142.727384260454
129	-9452.451127907825
130	-7722.269766564035
131	-9919.945477063193
132	-12280.915308693078
133	-8981.624315940366
134	-5933.346334823664
135	-7114.031564112821
136	-6212.249185834085
137	-7510.976168344502
138	-9532.54664491049
139	-6611.178497853268
140	-11942.52354910875
141	-9173.94138991064
142	-7531.064411574968
143	-8623.4536482129
144	-12568.69358082484
145	-9054.450522173624
146	-14748.44417522319
147	-10123.322998721655
148	-7180.997569495971
149	-12470.120170242264
150	-6759.765316060951
151	-8126.011324591241
152	-9002.071174239276
153	-13241.262975532196
154	-6842.900332595482
155	-12103.301216923497
156	-11331.278251825037
157	-4690.1512645965
158	-5309.732243035769
159	-6682.277103167726
160	-8697.92534274773
161	-7115.872692576469
162	-7673.826506885871
163	-8577.195419515854
164	-9619.922582266783
165	-9437.265213675719
166	-8187.293742817688
167	-9520.711761760183
168	-6292.151617223391
169	-12728.75341010396
170	-10369.147711997819
171	-8149.815491127813
172	-9811.703016495083
173	-10850.995375728746
174	-7536.668547409624
175	-10684.719912973236
176	-6823.054882398171
177	-7243.356841491849
178	-9369.044313529153
179	-8047.926629048274
180	-11681.31316814199
181	-8597.63549654443
182	-5887.622684787902
183	-6015.796957791386
184	-9655.794287676617
185	-7151.436587156821
186	-8306.833150878016
187	-8517.356649046087
188	-7855.679071589989
189	-8513.667291480264
190	-6320.807109809504
191	-5248.211246883309
192	-10590.930246573998
193	-6210.899685333271
194	-4977.321181120091
195	-6378.552275082178
196	-5858.7926419195865
197	-9929.575557273818
198	-11554.220676874633
199	-7116.42911675519
200	-9532.039588550038
201	-7944.682398180031
202	-9294.795109116314
203	-9516.285526959724
204	-5444.546664348699
205	-7773.972346439634
206	-8635.915959658052
207	-7232.767463034943
208	-9370.400910741691
209	-5143.96115097635
210	-10169.69043770501
211	-7562.411478352519
212	-11392.095256556004
213	-11631.577071689075
214	-7328.656397682154
215	-9445.870421550128
216	-9607.593441896755
217	-5485.4368210162675
218	-9916.507012627122
219	-11255.903896646085
220	-8612.836163797729
221	-8333.745334922598
222	-9893.008594918289
223	-7255.480671464237
224	-8294.8190149014
225	-9298.284822534555
226	-11533.326565162773
227	-10812.808100989165
228	-7620.633192696755
229	-6416.597627049866
230	-10207.671582776013
231	-3154.978743819357
232	-5897.3742817226885
233	-9253.47769444461
234	-9375.44847607
235	-8622.676585806683
236	-7968.122468529322
237	-8480.213999268233
238	-8973.65834530232
239	-8175.223983468361
240	-7862.4127219271795
241	-6225.21045188643
242	-10846.639757709743
243	-8517.87939644575
244	-10978.880234989536
245	-8232.47955685821
246	-7342.604271772472
247	-6201.739865700361
248	-9518.628126618796
249	-6377.51986121502
250	-9395.590257588075
251	-8503.839065141861
252	-7830.671076670149
253	-11559.63423993148
254	-9307.657589576282
255	-7799.61941606464
256	-7414.267696819471
257	-6387.772566058175
258	-8684.627489173346
259	-9849.96377076391
260	-7614.708916516777
261	-7870.8491093986195
262	-8638.881763016932
263	-7855.6212373829185
264	-8375.215939815394
265	-5757.269164219985
266	-7372.108696985931
267	-7514.57909575732
268	-2648.557355968095
269	-8773.74030250331
270	-5788.973778324306
271	-10198.493365341954
272	-10381.30519321167
273	-6387.865475477804
274	-6422.799693499121
275	-8232.646168415786
276	-8507.447815947025
277	-4923.137478576037
278	-11998.068313139198
279	-7010.056991842857
280	-10215.561598027803
281	-10308.638177727713
282	-10290.399114529017
283	-6341.942672265779
284	-6821.709990112171
285	-9446.413754872729
286	-7582.317235352137
287	-10186.504785948953
288	-4863.596460048527
289	-9869.561757483756
290	-8996.254736142495
291	-6197.179003857825
292	-12791.785759642606
293	-6641.824605533925
294	-6637.966341674659
295	-8151.788664722853
296	-11585.745135351619
297	-6249.499635767992
298	-10738.09725895781
299	-6359.8740477277215
300	-6443.211065533103
301	-6311.542806807901
302	-7701.415156090499
303	-9033.742375719732
304	-5441.533527478684
305	-6889.290456475336
306	-9310.523254181602
307	-10459.730306561507
308	-8578.728141766642
309	-8780.67109150067
310	-8073.069414704835
311	-10293.233149445234
312	-7022.986195174374
313	-17241.425071859117
314	-8565.988107507952
315	-5988.833615675706
316	-9765.282872261865
317	-7521.270677058915
318	-9536.475686158725
319	-6837.992777816513
320	-8189.7122573516635
321	-8223.65819765515
322	-7413.355843135007
323	-10523.23321910147
324	-8864.980035522294
325	-5835.042984562153
326	-12285.650674749684
327	-7323.118127574491
328	-2005.2122996762373
329	-10486.356676488884
330	-7035.503301929793
331	-9245.55142553969
332	-5308.953943397002
333	-6607.4197535277835
334	-13075.912513806546
335	-6377.429798422217
336	-8604.517370192114
337	-7252.737458626667
338	-7856.080017505632
339	-7078.701514820548
340	-10982.480144781715
341	-7164.526754005009
342	-5028.724153114447
343	-6495.097799801925
344	-5862.125998894916
345	-6988.548101712606
346	-11482.332508992997
347	-7109.647312320028
348	-8063.798865871118
349	-7083.846671527702
350	-7091.730435638222
351	-6941.577884630395
352	-13059.729637869677
353	-10324.501538455874
354	-8825.03123956752
355	-12981.872365598181
356	-3539.424933090443
357	-6461.049513657808
358	-14544.045181638561
359	-11135.421726613667
360	-7636.2435232649705
361	-9161.025096643343
362	-8423.345807251175
363	-9263.849635533235
364	-10108.188875739894
365	-12353.911024233515
366	-9071.906666268325
367	-7050.017899642871
368	-8748.805123895434
369	-9822.656205535266
370	-9977.828117803081
371	-8147.854623982758
372	-10786.26676046383
373	-8392.113190925125
374	-10948.72286237354
375	-9225.691935293882
376	-8396.471693993903
377	-5424.485059076658
378	-9575.674217230158
379	-11153.98074780088
380	-5533.762088555105
381	-8895.016147545504
382	-7345.8556953340885
383	-7711.559453183082
384	-3197.433504746773
385	-9439.978732195901
386	-7950.257184577576
387	-7977.504316863325
388	-9583.396463546114
389	-7774.342657434391
390	-8046.939832734006
391	-13624.521101178812
392	-8607.73533138626
393	-8074.870634995554
394	-6757.196440861264
395	-9221.47258567219
396	-5076.633955855356
397	-6452.273694363798
398	-9833.270152487527
399	-7248.87089333442
400	-13492.11012145331
401	-9869.050048548137
402	-10307.402503725047
403	-7401.621804366598
404	-5616.411579054916
405	-5971.422392079091
406	-4454.462301872334
407	-7910.7214836225585
408	-6311.235175091837
409	-9256.842340786547
410	-9364.55148076823
411	-6549.2185014626675
412	-7400.432732886041
413	-9637.976326343458
414	-9167.655204706838
415	-9848.654914004606
416	-7029.220556879886
417	-6150.774977189406
418	-7458.24878840706
419	-6254.168284476126
420	-8572.165516217667
421	-8966.115438185328
422	-11310.498221478747
423	-7326.322820279632
424	-9821.366606311454
425	-10464.779430975468
426	-10445.53387294837
427	-17775.05391103129
428	-9778.44777091515
429	-7708.243342729268
430	-7473.246321331716
431	-10534.84785855564
432	-5308.033198901159
433	-4843.715695669126
434	-5260.882355465537
435	-6241.475371886207
436	-9338.268146220273
437	-12015.734520721004
438	-10926.19846281043
439	-6170.721357940886
440	-6242.494637679682
441	-11104.346523576049
442	-11576.543053340176
443	-7633.604275257677
444	-2765.62715036407
445	-6538.866327052093
446	-9472.967214832443
447	-7382.47467183269
448	-8418.743159428248
449	-6832.143004994085
450	-8059.517587249449
451	-8511.930904235209
452	-7955.061941211201
453	-3937.1515086665663
454	-5424.572590618896
455	-9416.653121906893
456	-8868.198488631466
457	-9491.752827721393
458	-5907.040460211162
459	-6287.407387422907
460	-10870.205578102286
461	-9446.526523730607
462	-5754.807247042355
463	-7998.692220383282
464	-5178.721346911288
465	-9664.71273472241
466	-6920.048471466547
467	-6568.340130518703
468	-5476.364810087301
469	-7103.526169207637
470	-9450.944539161424
471	-8012.7334987362165
472	-9715.183744496788
473	-9351.305786969859
474	-13965.042611130217
475	-6775.689284277707
476	-13335.061525593035
477	-6952.740522418267
478	-8346.709430780793
479	-11258.24634517656
480	-10548.282473762723
481	-12622.165871418503
482	-10109.692572271493
483	-9769.54237494306
484	-8482.572691328505
485	-11053.450655463228
486	-6325.028282994427
487	-7467.813076645013
488	-5866.13596792333
489	-9988.446548646247
490	-11052.312456213458
491	-6823.013366236942
492	-6924.053330213164
493	-5120.621121082717
494	-7180.002654557295
495	-8164.1113653311195
496	-11564.909931247974
497	-7339.859727041778
498	-5848.138599059101
499	-8581.051439343122
500	-6385.870006534555
501	-8370.81170852438
502	-6072.727256174701
503	-7656.472415840287
504	-13812.673353553251
505	-5434.364114041243
506	-8704.98357198603
507	-9198.99339996104
508	-11025.268625509843
509	-6770.8425499871355
510	-6010.582507304358
511	-14603.74883458751
512	-6876.764686058435
513	-5942.1705403805145
514	-7306.971984557882
515	-5974.729449101816
516	-12179.464970395753
517	-11833.318639659532
518	-7236.54007957101
519	-4043.6980867793964
520	-6767.941113234563
521	-8909.269689463432
522	-8763.907571261441
523	-5915.024651712658
524	-8872.658997021505
525	-12084.350859287002
